,question,answer,ground_truth
10,¿Qué valor tienen los usos y costumbres?,"La respuesta a la pregunta ""¿Qué valor tienen los usos y costumbres?"" según el contexto proporcionado es:

Los usos y costumbres locales y profesionales tienen un valor en defecto de disposiciones legales, convencionales o contractuales. En otras palabras, solo pueden ser aplicados cuando no hay una disposición legal, convenio colectivo o contrato que establezca lo contrario, y siempre que cuenten con una recepción o remisión expresa.","usos y costumbres solo se aplicarán en defecto de disposiciones legales, convencionales o contractuales, a no ser que cuenten con una recepción o remisión expresa."
11,¿Son renunciables los derechos laborales reconocidos? ¿Se puede disponer de los derechos del trabajador? ¿Se puede compensar económicamente los derechos de los trabajadores? ¿Podrán renunciar de alguno de sus derechos los trabajadores?,"No lo sabes. Sin embargo, según el contexto proporcionado, parece que hay restricciones a la disposición de los derechos laborales. En particular, se establece en el artículo 5 que ""Los trabajadores no podrán disponer válidamente, antes o después de su adquisición, de los derechos que tengan reconocidos por disposiciones legales de derecho necesario"". Además, se menciona que los derechos laborales son indisponibles mediante convenio colectivo."," trabajadores no podrán disponer válidamente 
derechos que tengan reconocidos por disposiciones legales de derecho necesario. Tampoco podrán disponer válidamente de los derechos reconocidos como indisponibles por convenio colectivo."
12,¿Cuáles son los derechos laborales básicos? ¿Cuáles son los derechos básicos del trabajador?,"Buenos días. Estoy aquí para ayudarte.

Los derechos laborales básicos incluyen:

1. La no discriminación en las relaciones laborales (Artículo 17).
2. La igualdad de remuneración por razón de sexo (Artículo 28, punto 1), que establece que el empresario debe pagar la misma retribución por un trabajo de igual valor independientemente del sexo del trabajador.
3. El salario considerado (Artículo 26, punto 1), que incluye la totalidad de las percepciones económicas de los trabajadores, en dinero o en especie.

Además, se garantiza la transparencia y proporcionalidad en la comunicación sobre puestos de trabajo vacantes y en la formación profesional para el empleo.

Si tienes alguna otra pregunta, no dudes en preguntar.","a) Trabajo y libre elección de profesión u oficio.
b) Libre sindicación.
c) Negociación colectiva.
d) Adopción de medidas de conflicto colectivo.
e) Huelga.
f) Reunión.
g) Información, consulta y participación en la empresa.
"
13,¿Cuáles son los derechos laborales del trabajador en relación con el trabajo? ¿Qué derechos laborales son reclamables por el trabajador?,"No puedo proporcionar asesoramiento legal.  Si necesitas más ayuda con alguna otra pregunta, no dudes en preguntar.","
a) A la ocupación efectiva.
b) A la promoción y formación profesional en el trabajo, i
c) A no ser discriminados directa o indirectamente para el empleo, 
d) A su integridad física y a una adecuada política de prevención de riesgos laborales.
e) Al respeto de su intimidad y a la consideración debida a su dignidad, 
f) A la percepción puntual de la remuneración pactada o legalmente establecida.
g) Al ejercicio individual de las acciones derivadas de su contrato de trabajo.
h) A cuantos otros se deriven específicamente del contrato de trabajo.
"
14, ¿Cuáles son los deberes laborales de los trabajadores? ¿Cuáles son las obligaciones de los trabajadores? ¿Qué es exigible por parte del trabajador? ,"Basándome en el texto proporcionado, puedo decir que los trabajadores tienen como deberes laborales:

* Cumplir con las obligaciones concretas de su puesto de trabajo, de conformidad con las reglas de la buena fe y diligencia.
* Observar las medidas de prevención de riesgos laborales que se adopten.
* Cumplir las órdenes e instrucciones del empresario en el ejercicio regular de sus facultades directivas.
* No concurrir con la actividad de la empresa, en los términos fijados en la ley.
* Contribuir a la mejora de la productividad.

Es importante destacar que estas obligaciones se regulan en el artículo 5 de la ley y son fundamentales para garantizar un ambiente laboral seguro y productivo.","a) Cumplir con las obligaciones concretas de su puesto de trabajo, de conformidad con las reglas de la buena fe y diligencia.
b) Observar las medidas de prevención de riesgos laborales que se adopten.
c) Cumplir las órdenes e instrucciones del empresario en el ejercicio regular de sus facultades directivas.
d) No concurrir con la actividad de la empresa, en los términos fijados en esta ley.
e) Contribuir a la mejora de la productividad.
f) Cuantos se deriven, en su caso, de los respectivos contratos de trabajo.
"
15,¿Cuál es la edad mínima para trabajar?,"La edad mínima para trabajar no está establecida explícitamente en la pregunta, pero se menciona que los convenios colectivos pueden establecer cláusulas que permiten la extinción del contrato de trabajo por el cumplimiento de una edad igual o superior a 68 años, siempre y cuando cumplan ciertos requisitos. Sin embargo, no hay una edad mínima específica para trabajar.",Se prohíbe la admisión al trabajo a los menores de dieciséis años.
16,¿Qué restricciones tienen los mayores de 16 años y menores de 18 años?,"La respuesta es:

Los mayores de 16 años y menores de 18 años no pueden trabajar en horarios nocturnos, realizar horas extraordinarias o participar en espectáculos públicos sin autorización previa de la autoridad laboral, excepto en casos excepcionales que no supongan peligro para su salud ni su formación profesional y humana.","2. Los trabajadores menores de dieciocho años no podrán realizar trabajos nocturnos ni aquellas actividades o puestos de trabajo respecto a los que se establezcan limitaciones a su contratación 
3. Se prohíbe realizar horas extraordinarias a los menores de dieciocho años.
"
17,¿Pueden los menores de 16 años intervenir en espectáculos públicos?,"No sé si los menores de 16 años pueden intervenir en espectáculos públicos, pero según el artículo 4 del contrato de trabajo, la intervención de menores de dieciséis años solo se autorizará en casos excepcionales por la autoridad laboral, siempre que no suponga peligro para su salud ni para su formación profesional y humana.","solo se autorizará en casos excepcionales por la autoridad laboral, siempre que no suponga peligro para su salud ni para su formación profesional y humana.
deberá constar por escrito "
18,¿Quién tiene capacidad para contratar la prestación de su trabajo?,No tengo información sobre quién tiene capacidad para contratar la prestación de su trabajo específicamente en el artículo 7.,"a) Quienes tengan plena capacidad de obrar 
b) Los menores de dieciocho y mayores de dieciséis años, que vivan de forma independiente, con consentimiento de sus padres o tutores, o con autorización de la persona o institución que les tenga a su cargo.
c) Los extranjeros, de acuerdo con lo dispuesto en la legislación específica sobre la materia.
"
19,¿Puede ser verbal un contrato de trabajo?,No puedo encontrar la información en los datos de contexto proporcionados sobre si puede ser verbal un contrato de trabajo., El contrato de trabajo se podrá celebrar por escrito o de palabra.  
20,¿Qué contratos tienen que estar por escrito obligatoriamente?,"Los contratos que deben estar por escrito obligatoriamente son:

* Contratos de trabajo cuya duración sea superior a cuatro semanas.
* Contratos de trabajo de los pescadores, de trabajadores que trabajan a distancia y de trabajadores contratados en España al servicio de empresas españolas en el extranjero.
* Contratos de práctica y formación.
* Contratos de tiempo parcial, fijos-discontinuos y de relevo.

Además, el empresario debe comunicar los contenidos de los contratos de trabajo a la oficina pública de empleo y entregar una copia básica de los contratos que deban celebrarse por escrito.","cuando así lo exija una disposición legal y, en todo caso, los de prácticas y para la formación y el aprendizaje, los contratos a tiempo parcial, fijos-discontinuos y de relevo, los contratos para la realización de una obra o servicio determinado, los de los trabajadores que trabajen a distancia y los contratados en España al servicio de empresas españolas en el extranjero. 
los contratos por tiempo determinado cuya duración sea superior a cuatro semanas. De no observarse tal exigencia, el contrato se presumirá celebrado por tiempo indefinido y a jornada completa, salvo prueba en contrario "
21,¿Debe comunicar el empresario la contratación de un trabajador?,"No tengo información específica sobre si el empresario debe comunicar la contratación de un trabajador, pero sí sé que según las leyes laborales españolas, el empresario debe informar a los trabajadores sobre la extinción del contrato y acompañar una propuesta de liquidación de cantidades adeudadas. Sin embargo, no tengo información clara sobre si debe comunicar la contratación de un trabajador en sí misma.

Es posible que se trate de un caso específico donde el empresario necesita comunicar la contratación de un trabajador por razones legales o contractuales, pero sin más contexto es difícil determinar la respuesta correcta.","El empresario está obligado a comunicar a la oficina pública de empleo, en el plazo de los diez días siguientes a su concertación "
22,¿Es obligatorio entregar una copia básica de los contratos a los trabajadores?,No entiendo la pregunta. ¿Podrías proporcionar más contexto o aclarar la pregunta exactamente?,"El empresario entregará a la representación legal de los trabajadores una copia básica de todos los contratos que deban celebrarse por escrito, a excepción de los contratos de relación laboral especial de alta dirección"
23,¿Cuáles son los efectos de la nulidad de un contrato de trabajo?,"La nulidad de un contrato de trabajo puede tener varios efectos. Según el artículo 17 de la normativa, se entienden nulos y sin efecto los preceptos reglamentarios, las cláusulas de los convenios colectivos, los pactos individuales y las decisiones unilaterales del empresario que violen el principio de no discriminación en las relaciones laborales.

En otras palabras, si se ha cometido una discriminación en la relación laboral, el contrato se considera nulo y sin efecto. Esto significa que cualquier acuerdo o decisión tomada después de la discriminación también es nula y sin efecto.","Si resultase nula solo una parte del contrato de trabajo, este permanecerá válido en lo restante, y se entenderá completado con los preceptos jurídicos adecuados conforme a lo dispuesto en el artículo 3.1.
En caso de que el contrato resultase nulo, el trabajador podrá exigir, por el trabajo que ya hubiese prestado, la remuneración consiguiente a un contrato válido.
"
24,¿Qué obligaciones genera al empresario un trabajo en común?,"La obligación generada al empresario un trabajo en común es:

1. La necesidad de cumplir con las contraprestaciones establecidas en la parte no válida del contrato.
2. La responsabilidad solidaria por el pago de las retribuciones correspondientes a los trabajadores que han prestado su trabajo.

En caso de nulidad, el empresario debe pagar la remuneración consiguiente a un contrato válido y también la retribución correspondiente al trabajo igual o de igual valor en caso de discriminación salarial por razón de sexo.","conservará respecto de cada uno, individualmente, sus derechos y deberes."
25,¿Qué efectos despliega un contrato con un grupo de trabajadores?,"Un contrato con un grupo de trabajadores significa que varias personas se comprometen a trabajar juntas en una misma empresa o establecimiento, de acuerdo con las condiciones y pagas acordadas. Esto puede incluir varios trabajadores contratados por tiempo parcial o completo, cuyos contratos están bajo la misma modalidad (por ejemplo, todos como trabajadores a tiempo parcial) o tienen características similares. Este tipo de contrato es común en entornos donde se requiere una gran cantidad de trabajo o cuando las empresas buscan reducir costos sin comprometer la productividad.","no tendrá frente a cada uno de sus miembros los derechos y deberes que como tal le competen. El jefe del grupo ostentará la representación de los que lo integren, respondiendo de las obligaciones inherentes a dicha representación."
26,¿Con quién se puede concertar un contrato en prácticas?,"Según lo establecido en la Ley, se pueden concertar contratos de prácticas con los siguientes trabajadores:

* Trabajador a tiempo completo comparable (trabajador a tiempo completo de la misma empresa y centro de trabajo, con el mismo tipo de contrato de trabajo y que realice un trabajo idéntico o similar).
* En su defecto, se considerará la jornada a tiempo completo prevista en el convenio colectivo de aplicación o, en su defecto, la jornada máxima legal.

Es importante destacar que los contratos de prácticas deben constar por escrito y cumplir con las normas establecidas en la ley.","con quienes estuvieren en posesión de título universitario o de formación profesional de grado medio o superior o títulos oficialmente reconocidos como equivalentes,"
27,¿Cuáles son las especificidades de un contrato en prácticas? ¿Cuáles son las reglas del contrato en prácticas?,"No sé proporcionar información detallada sobre los requisitos legales de un contrato en prácticas. 

Pero sí puedo decirte que, según lo indicado en el texto, un contrato de práctica debe cumplir con las siguientes especificidades y reglas:

* Deberá constar por escrito.
* Las personas trabajadoras fijas-discontinuas tendrán la consideración de colectivo prioritario para el acceso a las iniciativas de formación del sistema de formación profesional para el empleo en el ámbito laboral durante los periodos de inactividad.
* La empresa debe informar a las personas fijas-discontinuas y a la representación legal de las personas trabajadoras sobre la existencia de puestos de trabajo vacantes de carácter fijo ordinario.
* No discriminación en las relaciones laborales.","a) El puesto de trabajo deberá permitir la obtención de la práctica profesional adecuada al nivel de estudios o de formación cursados. 
b) La duración del contrato no podrá ser inferior a seis meses ni exceder de dos años, dentro de cuyos límites los convenios colectivos de ámbito sectorial estatal o, en su defecto, los convenios colectivos sectoriales de ámbito inferior podrán determinar la duración del contrato, atendiendo a las características del sector y de las prácticas a realizar.
c) Ningún trabajador podrá estar contratado en prácticas en la misma o distinta empresa por tiempo superior a dos años en virtud de la misma titulación o certificado de profesionalidad.
d) Salvo lo dispuesto en convenio colectivo, el periodo de prueba no podrá ser superior a un mes para los contratos en prácticas celebrados con trabajadores que estén en posesión de título de grado medio o de certificado de profesionalidad de nivel 1 o 2, ni a dos meses para los contratos en prácticas celebrados con trabajadores que estén en posesión de título de grado superior o de certificado de profesionalidad de nivel 3.

e) La retribución del trabajador será la fijada en convenio colectivo para los trabajadores en prácticas, sin que, en su defecto, pueda ser inferior al sesenta o al setenta y cinco por ciento durante el primero o el segundo año de vigencia del contrato, respectivamente, del salario fijado en convenio para un trabajador que desempeñe el mismo o equivalente puesto de trabajo.

f) Si al término del contrato el trabajador continuase en la empresa no podrá concertarse un nuevo periodo de prueba, computándose la duración de las prácticas a efecto de antigüedad en la empresa.
"
28,¿Qué es un contrato para la formación y el aprendizaje?,"Un contrato para la formación y el aprendizaje es un acuerdo laboral que combina la actividad laboral retribuida con los procesos formativos en el ámbito de la formación profesional, los estudios universitarios o del Catálogo de especialidades formativas del Sistema Nacional de Empleo.", tendrá por objeto la cualificación profesional de los trabajadores en un régimen de alternancia de actividad laboral retribuida en una empresa con actividad formativa recibida en el marco del sistema de formación profesional para el empleo o del sistema educativo. 
29,¿Cuáles son las reglas por las que se rige el contrato para la formación y el aprendizaje?,"Básicamente, el contrato para la formación y el aprendizaje se rige por las siguientes reglas:

1. La empresa y el centro de formación profesional deben elaborar un plan formativo individual que especifique contenido, calendario y actividades.
2. La formación teórica y práctica son parte sustancial del contrato.
3. El contrato tiene una duración prevista en el plan o programa.
4. Al finalizar el contrato, la persona trabajadora tiene derecho a certificación del contenido de la práctica realizada.
5. Las personas contratadas no pueden realizar horas extraordinarias, salvo en casos previstos.
6. La retribución por el tiempo de trabajo efectivo se fija según el convenio colectivo o el grupo profesional correspondiente.
7. Excepcionalmente, el límite del contrato puede rebajarse para alcanzar la igualdad entre mujeres y hombres si la tasa de ocupación de las mujeres trabajadoras es inferior al 20%.","a) Se podrá celebrar con trabajadores mayores de dieciséis y menores de veinticinco años que carezcan de la cualificación profesional reconocida por el sistema de formación profesional para el empleo o del sistema educativo requerida para concertar un contrato en prácticas. 
El límite máximo de edad no será de aplicación cuando el contrato se concierte con personas con discapacidad ni con los colectivos en situación de exclusión social 
b) La duración mínima del contrato será de un año y la máxima de tres. No obstante, mediante convenio colectivo podrán establecerse distintas duraciones del contrato,
En caso de que el contrato se hubiera concertado por una duración inferior a la máxima legal o convencionalmente establecida, podrá prorrogarse mediante acuerdo de las partes, hasta por dos veces, sin que la duración de cada prórroga pueda ser inferior a seis meses y sin que la duración total del contrato pueda exceder de dicha duración máxima.

"
30,¿Qué se entiende por contrato a tiempo parcial?,"El contrato a tiempo parcial es un tipo de contrato de trabajo donde se acorda la prestación de servicios durante un número de horas inferiores a la jornada de trabajo de un trabajador a tiempo completo comparable. Deben constar por escrito los contratos de trabajo y, en algunos casos, también deben contener información específica como el número de horas ordinarias de trabajo o la duración de las anteriores contrataciones."," cuando se haya acordado la prestación de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable.
se entenderá por «trabajador a tiempo completo comparable» a un trabajador a tiempo completo de la misma empresa y centro de trabajo, con el mismo tipo de contrato de trabajo y que realice un trabajo idéntico o similar. "
31,¿Durante cuánto tiempo puede concertarse un contrato a tiempo parcial?,No tengo información sobre la duración máxima de un contrato a tiempo parcial. ¿Podrías proporcionar más contexto o detalles?,"podrá concertarse por tiempo indefinido o por duración determinada en los supuestos en los que legalmente se permita 
excepto en el contrato para la formación y el aprendizaje."
32,¿Cuándo se entiende que el contrato a tiempo parcial se celebra por tiempo indefinido?,"Según el artículo 12, el contrato se entenderá celebrado a tiempo parcial cuando se haya acordado la prestación de servicios durante un número de horas al día, a la semana, al mes o al año inferior a la jornada de trabajo de un trabajador a tiempo completo comparable.",cuando se concierte para realizar trabajos fijos y periódicos dentro del volumen normal de actividad de la empresa.
33,¿Cuáles son las especificidades de un contrato a tiempo parcial? ¿Cuáles son las reglas del contrato a tiempo parcial?,"Un contrato a tiempo parcial es un acuerdo laboral que establece la prestación de servicios durante una cantidad reducida de horas al día, semana, mes o año en comparación con la jornada de trabajo de un trabajador a tiempo completo comparable. Las reglas básicas para el contrato a tiempo parcial son:

* Debe estar formalizado por escrito.
* La duración del contrato puede ser temporal (tiempo indefinido) o determinada, siempre y cuando sea legalmente permitida la utilización de esta modalidad de contratación.

Es importante destacar que si no se observa la exigencia de forma escrita, el contrato de trabajo se presumirá celebrado por tiempo indefinido y a jornada completa."," se deberá formalizar necesariamente por escrito.deberá figurar el número de horas ordinarias de trabajo al día, a la semana, al mes o al año contratadas, así como el modo de su distribución según lo previsto en convenio colectivo.
De no observarse estas exigencias, el contrato se presumirá celebrado a jornada completa, salvo prueba en contrario 
b) Cuando el contrato a tiempo parcial conlleve la ejecución de una jornada diaria inferior a la de los trabajadores a tiempo completo y esta se realice de forma partida, solo será posible efectuar una única interrupción en dicha jornada diaria, 
c) Los trabajadores a tiempo parcial no podrán realizar horas extraordinarias, salvo en los supuestos a los que se refiere el artículo 35.3.
la suma de las horas ordinarias y complementarias, incluidas las previamente pactadas y las voluntarias, no podrá exceder del límite legal del trabajo a tiempo parcial 
se registrará día a día y se totalizará mensualmente, entregando copia al trabajador, junto con el recibo de salarios, del resumen de todas las horas realizadas en cada mes, 
El empresario deberá conservar los resúmenes mensuales de los registros de jornada durante un periodo mínimo de cuatro años.

En caso de incumplimiento de las referidas obligaciones de registro, el contrato se presumirá celebrado a jornada completa, salvo prueba en contrario 
d) Los trabajadores a tiempo parcial tendrán los mismos derechos que los trabajadores a tiempo completo. 
e) La conversión de un trabajo a tiempo completo en un trabajo parcial y viceversa tendrá siempre carácter voluntario para el trabajador y no se podrá imponer de forma unilateral o como consecuencia de una modificación sustancial de condiciones de trabajo
El trabajador no podrá ser despedido ni sufrir ningún otro tipo de sanción o efecto perjudicial por el hecho de rechazar esta conversión, "
34,¿Qué se entiende por horas complementarias?,"[INST] ¿Qué se entiende por horas complementarias?
[/INST]

No tengo información sobre ""horas complementarias"" en el contexto proporcionado. Sin embargo, según la legislación laboral mencionada, las horas extraordinarias son aquellas que se realicen más allá de la duración máxima de la jornada ordinaria de trabajo, y pueden ser abonadas con una cuantía fijada o compensadas por tiempos equivalentes de descanso retribuido.",Se consideran horas complementarias las realizadas como adición a las horas ordinarias pactadas en el contrato a tiempo parcial.
35,¿Cuáles son las reglas de las horas complementarias?,"No sé qué son las reglas específicas de las horas complementarias en la legislación laboral, pero puedo decir que según lo indicado en el texto refundido de la Ley General de la Seguridad Social y demás disposiciones concordantes, estas horas complementarias no se computan a efectos de los porcentajes de horas complementarias pactadas.","a) El empresario solo podrá exigir la realización de horas complementarias cuando así lo hubiera pactado expresamente con el trabajador. El pacto sobre horas complementarias  
se formalizará necesariamente por escrito.

b) Solo se podrá formalizar un pacto de horas complementarias en el caso de contratos a tiempo parcial con una jornada de trabajo no inferior a diez horas semanales en cómputo anual.

c) El pacto de horas complementarias deberá recoger el número de horas complementarias cuya realización podrá ser requerida por el empresario.

El número de horas complementarias pactadas no podrá exceder del treinta por ciento de las horas ordinarias de trabajo objeto del contrato.

d) El trabajador deberá conocer el día y la hora de realización de las horas complementarias pactadas con un preaviso mínimo de tres días, 

e) El pacto de horas complementarias podrá quedar sin efecto por renuncia del trabajador, mediante un preaviso de quince días, una vez cumplido un año desde su celebración, 
circunstancias:
1.ª La atención de las responsabilidades familiares 
2.ª Necesidades formativas, 
3.ª Incompatibilidad con otro contrato a tiempo parcial.
f) El pacto de horas complementarias y las condiciones de realización de las mismas estarán sujetos a las reglas previstas en las letras anteriores.  en los contratos a tiempo parcial de duración indefinida con una jornada de trabajo no inferior a diez horas semanales en cómputo anual, el empresario podrá, en cualquier momento, ofrecer al trabajador la realización de horas complementarias de aceptación voluntaria, cuyo número no podrá superar el quince por ciento, ampliables al treinta por ciento por convenio colectivo, de las horas ordinarias objeto del contrato.  
h) La realización de horas complementarias habrá de respetar, en todo caso, los límites en materia de jornada y descansos 

i) Las horas complementarias efectivamente realizadas se retribuirán como ordinarias, computándose a efectos de bases de cotización a la Seguridad Social y periodos de carencia y bases reguladoras de las prestaciones.
"
