,question,answer,ground_truth
10,¿Qué valor tienen los usos y costumbres?," Los usos y costumbres solo se aplican en defecto de disposiciones legales, convencionales o contractuales y deben contar con una recepción o remisión expresa. Estos pueden tener un valor importante ya que resuelven conflictos originados entre los preceptos de dos o más normas laborales si no se cumplen las disposiciones legales, convencionales o contractuales, pero solo si están reconocidos como tales.","usos y costumbres solo se aplicarán en defecto de disposiciones legales, convencionales o contractuales, a no ser que cuenten con una recepción o remisión expresa."
11,¿Son renunciables los derechos laborales reconocidos? ¿Se puede disponer de los derechos del trabajador? ¿Se puede compensar económicamente los derechos de los trabajadores? ¿Podrán renunciar de alguno de sus derechos los trabajadores?,"1. Los derechos laborales son no renunciables, ya que se reconocen en la legislación laboral como mínimos necesarios.
2. Se puede compensar económicamente los derechos de los trabajadores, pero esto debe hacerse de acuerdo con las leyes y reglamentos aplicables.
3. Los trabajadores no pueden dispositivamente renunciar a sus derechos laborales reconocidos por ley o convenio colectivo.
4. En caso de conflicto entre diferentes normas laborales, se resolverá mediante la aplicación de lo más favorable para el trabajador.
5. Usos y costumbres solo son válidos en defecto de disposiciones legales, convencionales o contractuales.
6. Las representantes legales de los trabajadores no pueden ser canceladas por un cambio de titularidad del empresario.
7. El cedente y el cesionario deben informar a los representantes legales de sus trabajadores sobre la transmisión, entre otros datos.
8. La empresa debe informar sobre la existencia de puestos de trabajo vacantes.
9. No se permite discriminación en las relaciones laborales."," trabajadores no podrán disponer válidamente 
derechos que tengan reconocidos por disposiciones legales de derecho necesario. Tampoco podrán disponer válidamente de los derechos reconocidos como indisponibles por convenio colectivo."
12,¿Cuáles son los derechos laborales básicos? ¿Cuáles son los derechos básicos del trabajador?," Los derechos laborales básicos incluyen la información sobre puestos de trabajo vacantes (Artículo 7), acceso prioritario a iniciativas de formación para el empleo durante periodos de inactividad (Artículo 8). El no discriminación en las relaciones laborales (Artículo 17), la igualdad de remuneración por razón de sexo (Artículo 28), y los salarios y garantías salariales (Artículo 26). En el artículo 26 se establece que el salario es la totalidad de las percepciones económicas por la prestación profesional de los servicios laborales.","a) Trabajo y libre elección de profesión u oficio.
b) Libre sindicación.
c) Negociación colectiva.
d) Adopción de medidas de conflicto colectivo.
e) Huelga.
f) Reunión.
g) Información, consulta y participación en la empresa.
"
13,¿Cuáles son los derechos laborales del trabajador en relación con el trabajo? ¿Qué derechos laborales son reclamables por el trabajador?,"1. Los derechos laborales derivados del contrato en relación al trabajo incluyen no discriminación, horario y distribución del tiempo de trabajo, adaptación al sistema de clasificación profesional, adaptación de los aspectos de las modalidades de contratación, medidas para favorecer la conciliación entre vida laboral, familiar y personal, y otras que dispongan los acuerdos y convenios colectivos.
2. Los derechos laborales reclamables por el trabajador incluyen:
   - Información sobre puestos de trabajo vacantes de carácter fijo ordinario para formular solicitudes de conversión voluntaria (Artículo 7).
   - Consideración de colectivo prioritario para el acceso a las iniciativas de formación del sistema de formación profesional en periodos de inactividad (Artículo 8).
   - Aplicabilidad igual de los convenios colectivos a una empresa o a un grupo de empresas vinculadas por razones organizativas o productivas (Sección 2.ª, apartado f).","
a) A la ocupación efectiva.
b) A la promoción y formación profesional en el trabajo, i
c) A no ser discriminados directa o indirectamente para el empleo, 
d) A su integridad física y a una adecuada política de prevención de riesgos laborales.
e) Al respeto de su intimidad y a la consideración debida a su dignidad, 
f) A la percepción puntual de la remuneración pactada o legalmente establecida.
g) Al ejercicio individual de las acciones derivadas de su contrato de trabajo.
h) A cuantos otros se deriven específicamente del contrato de trabajo.
"
14, ¿Cuáles son los deberes laborales de los trabajadores? ¿Cuáles son las obligaciones de los trabajadores? ¿Qué es exigible por parte del trabajador? ," Los trabajadores tienen como deberes básicos cumplir con las obligaciones concretas de su puesto de trabajo, observar las medidas de prevención de riesgos laborales, cumplir las órdenes e instrucciones del empresario en el ejercicio regular de sus facultades directivas, no concurrir con la actividad de la empresa, contribuir a la mejora de la productividad y cumplir los deberes que se deriven de sus respectivos contratos de trabajo. El empresario está obligado a pagar por el trabajo de igual valor la misma retribución sin discriminación por razón de sexo, llevar un registro con los valores medios de los salarios y otros beneficios extrasalariales y cumplir con los derechos básicos reconocidos por la Constitución.","a) Cumplir con las obligaciones concretas de su puesto de trabajo, de conformidad con las reglas de la buena fe y diligencia.
b) Observar las medidas de prevención de riesgos laborales que se adopten.
c) Cumplir las órdenes e instrucciones del empresario en el ejercicio regular de sus facultades directivas.
d) No concurrir con la actividad de la empresa, en los términos fijados en esta ley.
e) Contribuir a la mejora de la productividad.
f) Cuantos se deriven, en su caso, de los respectivos contratos de trabajo.
"
15,¿Cuál es la edad mínima para trabajar?," La edad mínima para trabajar se puede reducir hasta la edad de jubilación ordinaria establecida por la normativa de Seguridad Social, siempre que la tasa de ocupación de las mujeres sea inferior al 20% en las actividades económicas específicas. La retribución para este tipo de contrato no puede ser inferior a la retribución mínima establecida para el contrato de formación en alternancia o al salario mínimo interprofesional en proporción al tiempo de trabajo efectivo. Además, las personas contratadas con esta modalidad no pueden realizar horas extraordinarias, salvo en algunos casos específicos.",Se prohíbe la admisión al trabajo a los menores de dieciséis años.
16,¿Qué restricciones tienen los mayores de 16 años y menores de 18 años?,"16-18 años: No pueden realizar trabajos nocturnos ni aquellas actividades o puestos de trabajo respecto a los que se establezcan limitaciones a su contratación según la Ley 31/1995 y normas reglamentarias aplicables. También no pueden realizar horas extraordinarias. La intervencia de menores de 16 años en espectáculos públicos solo se autorizará en casos excepcionales por la autoridad laboral, siempre que no suponga peligro para su salud ni para su formación profesional y humana.

Menores de 18 años: No pueden realizar trabajo durante el embarazo y lactancia natural de un menor de nueve meses. Tampoco pueden ejercer cargo público representativo, si no existen sentencias condenatorias contra ellos. Además, se prohíbe realizarlos en horas extraordinarias o actividades que tengan limitaciones específicas para su contratación según la Ley 31/1995 y normas reglamentarias aplicables.","2. Los trabajadores menores de dieciocho años no podrán realizar trabajos nocturnos ni aquellas actividades o puestos de trabajo respecto a los que se establezcan limitaciones a su contratación 
3. Se prohíbe realizar horas extraordinarias a los menores de dieciocho años.
"
17,¿Pueden los menores de 16 años intervenir en espectáculos públicos?," Los menores de 16 años no pueden trabajar, pero en casos excepcionales por autoridad laboral pueden intervenir en espectáculos públicos. Sin embargo, la intervención no debe suponga peligro para su salud ni para su formación profesional y humana. El permiso deberá constar por escrito y será para actos determinados.","solo se autorizará en casos excepcionales por la autoridad laboral, siempre que no suponga peligro para su salud ni para su formación profesional y humana.
deberá constar por escrito "
18,¿Quién tiene capacidad para contratar la prestación de su trabajo?," La capacidad para contratar la prestación de trabajo tiene la siguiente orden:

a) Personas mayores de plena edad, según el Código Civil.
b) Menores de 18 años que viven independientemente con consentimiento de sus padres o tutores, autorización de la persona o institución que los tenga a su cargo; o extranjeros, conforme a la legislación específica sobre la materia.
c) Menores de 16 años pueden contratar trabajo con el consentimiento de sus padres y bajo determinadas circunstancias.
d) Si el representante legal de una persona de capacidad limitada autoriza que realice un trabajo, también se le otorga la capacidad para ejercer los derechos y cumplir los deberes derivados de su contrato.","a) Quienes tengan plena capacidad de obrar 
b) Los menores de dieciocho y mayores de dieciséis años, que vivan de forma independiente, con consentimiento de sus padres o tutores, o con autorización de la persona o institución que les tenga a su cargo.
c) Los extranjeros, de acuerdo con lo dispuesto en la legislación específica sobre la materia.
"
19,¿Puede ser verbal un contrato de trabajo?," Sí, un contrato de trabajo puede ser verbal, pero para ser válido debe cumplir con las leyes laborales y reglamentos aplicables. Para hacerlo oficial, es mejor que el contrato se escriba y firme tanto por el empresario como por el trabajador.", El contrato de trabajo se podrá celebrar por escrito o de palabra.  
20,¿Qué contratos tienen que estar por escrito obligatoriamente?," Los contratos que deben estar por escrito obligatoriamente son los siguientes:
1. Contratos de trabajo: cuando así lo exija una disposición legal, los de prácticas y para la formación y el aprendizaje, los contratos a tiempo parcial, fijos-discontinuos y de relevo y los contratos para la realización de una obra o servicio determinado.
2. Contratos por tiempo determinado cuya duración sea superior a cuatro semanas.
3. Contratos de trabajo de los pescadores, de los trabajadores que trabajen a distancia y de los trabajadores contratados en España al servicio de empresas españolas en el extranjero.
4. Si no se observa la exigencia de forma escrita, el contrato de trabajo se presumirá celebrado por tiempo indefinido y a jornada completa, salvo prueba en contrario que acredite su naturaleza temporal o el carácter a tiempo parcial de los servicios.
5. El empresario está obligado a comunicar a la oficina pública de empleo, en el plazo de los diez días siguientes a su concertación y en los términos que reglamentariamente se determininen, el contenido de los contratos de trabajo que celebre o las prórrogas de los mismos.
6. El empresario entregará a la representación legal de los trabajadores una copia básica de todos los contratos que deban celebrarse por escrito.","cuando así lo exija una disposición legal y, en todo caso, los de prácticas y para la formación y el aprendizaje, los contratos a tiempo parcial, fijos-discontinuos y de relevo, los contratos para la realización de una obra o servicio determinado, los de los trabajadores que trabajen a distancia y los contratados en España al servicio de empresas españolas en el extranjero. 
los contratos por tiempo determinado cuya duración sea superior a cuatro semanas. De no observarse tal exigencia, el contrato se presumirá celebrado por tiempo indefinido y a jornada completa, salvo prueba en contrario "
21,¿Debe comunicar el empresario la contratación de un trabajador?," El empresario debe comunicar la extinción del contrato de trabajo por causas objetivas legalmente procedentes, despido del trabajador, o voluntad del trabajador. Si es voluntaria, el trabajador debe tener justas causas y debe hacerlo por escrito con un preaviso de treinta días. En el momento de la extinción del contrato, el empresario deberá acompañar una propuesta del documento de liquidación de las cantidades adeudadas. El trabajador puede solicitar la presencia de un representante legal de los trabajadores en el momento de proceder a la firma del recibo del finiquito, si el empresario lo impide, el trabajador puede hacerlo constar en el propio recibo.
El pacto de no competencia solo será válido si se cumplen ciertos requisitos como que el empleador tenga un interés industrial o comercial y que se satisfaga adecuadamente al trabajador. El pacto de no competencia no podrá durar más de dos años para los técnicos y seis meses para los demás trabajadores.
Si el empresario no cumple con su obligación, las causas justas para que un trabajador pueda solicitar la extinción del contrato pueden ser: modificaciones sustanciales en las condiciones de trabajo sin respetar lo previsto, falta de pago o retrasos continuados, cualquier otro incumplimiento grave de sus obligaciones por parte del empleador.","El empresario está obligado a comunicar a la oficina pública de empleo, en el plazo de los diez días siguientes a su concertación "
22,¿Es obligatorio entregar una copia básica de los contratos a los trabajadores?," Si el contrato de trabajo se formaliza por escrito, el empresario está obligado a entregar una copia básica de los mismos a la representación legal de los trabajadores. Esta copia básica incluirá todos los datos del contrato exceptuando el número del empleo y sobre la producción y ventas, y contiene información sobre las previsiones del empresario para celebrar nuevos contratos.","El empresario entregará a la representación legal de los trabajadores una copia básica de todos los contratos que deban celebrarse por escrito, a excepción de los contratos de relación laboral especial de alta dirección"
23,¿Cuáles son los efectos de la nulidad de un contrato de trabajo?," La nulidad de un contrato de trabajo puede tener los siguientes efectos:

1. Para los contratos suscritos a partir del 12 de febrero de 2012, no hay indemnización por despido prevista.
2. Para los contratos formalizados con anterioridad al 12 de febrero de 2012, la indemnización por despido improcedente se calculará a razón de cuarenta y cinco días.
3. En el expediente de regulación temporal de empleo, la empresa debe comunicar al trabajo y la autoridad laboral varias informaciones como: período del expediente, personas trabajadoras incluidas en el expediente, tipo de medida a aplicar y el porcentaje máximo de reducción de jornada o el número máximo de días de suspensión de contrato.
4. Durante el periodo de aplicación del expediente, la empresa puede desafectar y afectar a las personas trabajadoras en función de las alteraciones de las circunstancias.
5. Se prohíben sanciones que consistan en la reducción de la duración de las vacaciones o una multa por haber.
6. Las acciones derivadas del contrato de trabajo que no tengan señalado plazo especial prescribirán al año de su terminación, a menos que se trate de percepciones económicas o obligaciones de tracto único que no puedan tener lugar después de extinguido el contrato, en cuyo caso el plazo de un año se computará desde el día en que la acción pudiera ejercitarse.","Si resultase nula solo una parte del contrato de trabajo, este permanecerá válido en lo restante, y se entenderá completado con los preceptos jurídicos adecuados conforme a lo dispuesto en el artículo 3.1.
En caso de que el contrato resultase nulo, el trabajador podrá exigir, por el trabajo que ya hubiese prestado, la remuneración consiguiente a un contrato válido.
"
24,¿Qué obligaciones genera al empresario un trabajo en común?,"1. Si un empresario da un trabajo en común a un grupo de sus trabajadores, conserva respecto de cada uno sus derechos y deberes individualmente.
2. En caso de que el empresario hubiese celebrado un contrato con un grupo de trabajadores considerado en su totalidad, no tendrá frente a cada uno de sus miembros los derechos y deberes que como tal le competen. El jefe del grupo ostentará la representación de los que lo integren, respondiendo de las obligaciones inherentes a dicha representación.
3. Si el trabajador asocia a su trabajo un auxiliar o ayudante, el empresario será también de este.
4. En caso de nulidad por discriminación salarial por razón de sexo, el trabajador tendrá derecho a la retribución correspondiente al trabajo igual o de igual valor.
5. Si se incurre en la cesión ilegal de trabajadores, las empresas cedente y cesionaria responderán solidariamente de las obligaciones contraídas con los trabajadores y con la Seguridad Social.
6. Los trabajadores sometidos al tráfico prohibido tendrán derecho a adquirir la condición laboral regular.","conservará respecto de cada uno, individualmente, sus derechos y deberes."
25,¿Qué efectos despliega un contrato con un grupo de trabajadores?," El contrato a tiempo parcial se regirá por las siguientes reglas:

1. Debe formalizarse por escrito y figurar el número de horas ordinarias del contrato.
2. Puede ser indefinido o de duración determinada.
3. Se considera un trabajo a tiempo parcial cuando se haya acordado la prestación de servicios durante un número de horas menor que el de un trabajador a tiempo completo comparable.
4. Si una empresa quiere contratar bajo esta modalidad, puede solicitar información al servicio público de empleo sobre si las personas que pretenden contratar han estado previamente contratadas bajo esa modalidad.
5. En caso de nulidad del contrato, el trabajador podrá exigir remuneración por el trabajo prestado y, en caso de discriminación salarial por razón de sexo, tendrá derecho a la retribución correspondiente al trabajo igual o de igual valor.
6. Si se le da un trabajo en común a un grupo de trabajadores, el empresario conserva sus derechos y deberes individualmente respecto de cada uno.","no tendrá frente a cada uno de sus miembros los derechos y deberes que como tal le competen. El jefe del grupo ostentará la representación de los que lo integren, respondiendo de las obligaciones inherentes a dicha representación."
26,¿Con quién se puede concertar un contrato en prácticas?," El contrato en prácticas puede concertarse con un trabajador comparable a tiempo completo de la misma empresa, con el mismo tipo de contrato y que realice un trabajo idéntico o similar. Si no hay ningún trabajador comparable a tiempo completo, se considerará la jornada a tiempo completo prevista en el convenio colectivo de aplicación o la jornada máxima legal. El contrato de prácticas debe formalizarse por escrito y constarán por escrito los contratos de trabajo de las personas que realizan prácticas, según lo establecido en el artículo 8.2 de la legislación.","con quienes estuvieren en posesión de título universitario o de formación profesional de grado medio o superior o títulos oficialmente reconocidos como equivalentes,"
27,¿Cuáles son las especificidades de un contrato en prácticas? ¿Cuáles son las reglas del contrato en prácticas?,"1. En un contrato de prácticas, la empresa debe informar a las personas fijas-discontinuas y a su representación legal sobre el existir puestos de trabajo vacantes de carácter fijo ordinario para que puedan formular solicitudes de conversión voluntaria.
2. Las personas trabajadoras fijas-discontinuas tienen la consideración de colectivo prioritario para el acceso a las iniciativas de formación profesional durante los periodos de inactividad.
3. No hay discriminación en las relaciones laborales, y todos los contratos de trabajo, incluyendo los de prácticas, deben constar por escrito.
4. El artículo 17 del contrato protege a las personas que realizan trabajos con el mismo nivel de esfuerzo y valoración económica de cualquier otra persona contra la discriminación en las relaciones laborales.","a) El puesto de trabajo deberá permitir la obtención de la práctica profesional adecuada al nivel de estudios o de formación cursados. 
b) La duración del contrato no podrá ser inferior a seis meses ni exceder de dos años, dentro de cuyos límites los convenios colectivos de ámbito sectorial estatal o, en su defecto, los convenios colectivos sectoriales de ámbito inferior podrán determinar la duración del contrato, atendiendo a las características del sector y de las prácticas a realizar.
c) Ningún trabajador podrá estar contratado en prácticas en la misma o distinta empresa por tiempo superior a dos años en virtud de la misma titulación o certificado de profesionalidad.
d) Salvo lo dispuesto en convenio colectivo, el periodo de prueba no podrá ser superior a un mes para los contratos en prácticas celebrados con trabajadores que estén en posesión de título de grado medio o de certificado de profesionalidad de nivel 1 o 2, ni a dos meses para los contratos en prácticas celebrados con trabajadores que estén en posesión de título de grado superior o de certificado de profesionalidad de nivel 3.

e) La retribución del trabajador será la fijada en convenio colectivo para los trabajadores en prácticas, sin que, en su defecto, pueda ser inferior al sesenta o al setenta y cinco por ciento durante el primero o el segundo año de vigencia del contrato, respectivamente, del salario fijado en convenio para un trabajador que desempeñe el mismo o equivalente puesto de trabajo.

f) Si al término del contrato el trabajador continuase en la empresa no podrá concertarse un nuevo periodo de prueba, computándose la duración de las prácticas a efecto de antigüedad en la empresa.
"
28,¿Qué es un contrato para la formación y el aprendizaje?," El contrato para la formación y el aprendizaje es un acuerdo que se establece entre una persona y una empresa, cuyo objetivo es combinar la actividad laboral remunerada con los procesos formativos en el ámbito de la formación profesional, los estudios universitarios o del Catálogo de especialidades formativas del Sistema Nacional de Empleo. Debe estar escrito y constar por lo menos cuando sea requerido por ley. También puede celebrarse con personas que no tengan la calificación profesional reconocida en titulaciones o certificados. En el caso de contratos relacionados con estudios de formación profesional o universitaria, solo se pueden celebrar con personas menores de 30 años si están vinculados a certificados de profesionalidad de nivel 1 y 2 y programas públicos o privados de formación en alternancia de empleo-formación que forman parte del Catálogo de especialidades formativas del Sistema Nacional de Empleo.", tendrá por objeto la cualificación profesional de los trabajadores en un régimen de alternancia de actividad laboral retribuida en una empresa con actividad formativa recibida en el marco del sistema de formación profesional para el empleo o del sistema educativo. 
29,¿Cuáles son las reglas por las que se rige el contrato para la formación y el aprendizaje?," Los reglas que rigen el contrato para la formación y el aprendizaje incluyen:

1. Elaborar planes formativos individuales con la participación de la empresa.
2. La formación teórica o práctica se considera sustancial del contrato.
3. Se desarrollarán los sistemas de impartición y características de la formación, así como aspectos relacionados con la financiación de la actividad formativa.
4. La duración del contrato será prevista en el correspondiente plan o programa.
5. Al finalizar el contrato, la persona trabajadora tendrá derecho a la certificación del contenido de la práctica realizada.
6. Las personas contratadas con contrato de formación para la obtención de prácticas profesionales no podrán realizar horas extraordinarias, salvo en determinados casos.
7. La retribución por el tiempo de trabajo efectivo se fija según el convenio colectivo aplicable en la empresa o el grupo profesional y nivel retributivo correspondiente a las funciones desempeñadas.
8. Reglamentariamente, se desarrollará el alcance de la formación correspondiente al contrato de formación para la obtención de prácticas profesionales.
9. Excepcionalmente, se puede rebajar el límite de edad en determinados casos con el objetivo de alcanzar la igualdad real y efectiva entre mujeres y hombres.
10. Se definirán las actividades económicas que se tomarán como referencia para determinar el cumplimiento de esta condición según los códigos de la Clasificación Nacional de Actividades Económicas (CNAE) en vigor en cada momento, incluidos en el ámbito del convenio aplicable.","a) Se podrá celebrar con trabajadores mayores de dieciséis y menores de veinticinco años que carezcan de la cualificación profesional reconocida por el sistema de formación profesional para el empleo o del sistema educativo requerida para concertar un contrato en prácticas. 
El límite máximo de edad no será de aplicación cuando el contrato se concierte con personas con discapacidad ni con los colectivos en situación de exclusión social 
b) La duración mínima del contrato será de un año y la máxima de tres. No obstante, mediante convenio colectivo podrán establecerse distintas duraciones del contrato,
En caso de que el contrato se hubiera concertado por una duración inferior a la máxima legal o convencionalmente establecida, podrá prorrogarse mediante acuerdo de las partes, hasta por dos veces, sin que la duración de cada prórroga pueda ser inferior a seis meses y sin que la duración total del contrato pueda exceder de dicha duración máxima.

"
30,¿Qué se entiende por contrato a tiempo parcial?," El contrato a tiempo parcial es un acuerdo entre una persona y una empresa que prevé la prestación de servicios durante una cantidad menor de horas al día, a la semana, al mes o al año que la jornada de trabajo de un trabajador a tiempo completo comparable. Este contrato puede celebrarse por tiempo indefinido o determinado, según lo permita la legislación y se regirá por las mismas reglas que el contrato a tiempo completo. Debe formalizarse necesariamente por escrito, incluyendo el número de horas ordinarias de trabajo en el contrato."," cuando se haya acordado la prestación de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable.
se entenderá por «trabajador a tiempo completo comparable» a un trabajador a tiempo completo de la misma empresa y centro de trabajo, con el mismo tipo de contrato de trabajo y que realice un trabajo idéntico o similar. "
