,question,answer,ground_truth
10,¿Qué valor tienen los usos y costumbres?,"Los usos y costumbres no son una fuente de regulación de los derechos y obligaciones laborales. En su lugar, están regulados por las disposiciones legales y reglamentarias del Estado, los convenios colectivos, la voluntad de las partes en el contrato de trabajo y los mínimos de derecho necesario. Los usos y costumbres solo se aplicarán en defecto de disposiciones legales, convencionales o contractuales.","usos y costumbres solo se aplicarán en defecto de disposiciones legales, convencionales o contractuales, a no ser que cuenten con una recepción o remisión expresa."
11,¿Son renunciables los derechos laborales reconocidos? ¿Se puede disponer de los derechos del trabajador? ¿Se puede compensar económicamente los derechos de los trabajadores? ¿Podrán renunciar de alguno de sus derechos los trabajadores?,"Los derechos laborales reconocidos no son renunciables. No se puede compensar económicamente los derechos de los trabajadores. No se pueden renunciar a algunos de sus derechos los trabajadores. Los trabajadores tienen el derecho a la información sobre el cambio de titularidad del empresario y a realizar su trabajo total o parcialmente a distancia si esto es compatible con su puesto y funciones. En su defecto, la concreción de estos derechos corresponderá a los convenios colectivos o acuerdos entre la empresa y los representantes legales de las personas trabajadoras."," trabajadores no podrán disponer válidamente 
derechos que tengan reconocidos por disposiciones legales de derecho necesario. Tampoco podrán disponer válidamente de los derechos reconocidos como indisponibles por convenio colectivo."
12,¿Cuáles son los derechos laborales básicos? ¿Cuáles son los derechos básicos del trabajador?,"1. Equality of remuneration by sex: Employers are obligated to pay workers equally for their work, regardless of gender. This includes salary or bonuses, and it applies to all aspects of the job, including conditions and elements.
2. Wage recording: Employers must maintain a record of average wages, bonuses, and extra-salary perks for their employees, broken down by type.
3. Job vacancy information: Employers must inform fixed-term and permanent workers, as well as the legal representation of temporary workers, about any permanent job vacancies.
4. Voluntary job conversion: Employers must allow fixed-term workers to apply for voluntary job conversion, following the procedures set by the sectorial collective agreement or, if none, the company agreement.
5. Fixed-term worker priority: Fixed-term workers will have priority access to professional training initiatives in the occupational training system during periods of unemployment.
6. Non-discrimination in labor relations: Employers must not discriminate against workers in their labor relations. This includes regulations, collective bargaining agreements, individual contracts, and unilateral employer decisions.
7. Salary and guaranteed wages: The totality of a worker's extra-salary remuneration, in cash or kind, for the performance of professional services on behalf of another person is considered salary. This includes periods of leave equivalent to working time. No salary can exceed 30% of the worker's extra-salary remuneration, and it cannot reduce the integral monetary value of the minimum wage. Wages do not include indemnizations or supplements for labor-related expenses, Social Security benefits, or similar.","a) Trabajo y libre elección de profesión u oficio.
b) Libre sindicación.
c) Negociación colectiva.
d) Adopción de medidas de conflicto colectivo.
e) Huelga.
f) Reunión.
g) Información, consulta y participación en la empresa.
"
13,¿Cuáles son los derechos laborales del trabajador en relación con el trabajo? ¿Qué derechos laborales son reclamables por el trabajador?,"Los derechos laborales del trabajador en relación con el trabajo incluyen la consideración del salario como la totalidad de las percepciones económicas de los trabajadores, que puede ser en dinero o en especie. El salario no puede superar el treinta por ciento de las percepciones salariales del trabajador y no puede permitir la minoración de la cuantía íntegra en dinero del salario mínimo interprofesional. Los trabajadores también tienen derecho a realizar su trabajo total o parcialmente a distancia o dejar de hacerlo si este fuera el sistema establecido, siempre que esta modalidad de prestación de servicios sea compatible con el puesto y funciones desarrolladas por la persona. Estos derechos se pueden ejercitar en los términos que para estos supuestos concretos se establezcan en los convenios colectivos o en los acuerdos entre la empresa y los representantes legales de las personas trabajadoras. Además, los trabajadores tienen derecho a ausentarse del trabajo por causa de fuerza. La persona trabajadora también tiene derecho a igualdad de remuneración por razón de sexo, lo que significa que el empresario está obligado a pagar por la prestación de un trabajo de igual valor la misma retribución, sin discriminación alguna por razón de sexo.","
a) A la ocupación efectiva.
b) A la promoción y formación profesional en el trabajo, i
c) A no ser discriminados directa o indirectamente para el empleo, 
d) A su integridad física y a una adecuada política de prevención de riesgos laborales.
e) Al respeto de su intimidad y a la consideración debida a su dignidad, 
f) A la percepción puntual de la remuneración pactada o legalmente establecida.
g) Al ejercicio individual de las acciones derivadas de su contrato de trabajo.
h) A cuantos otros se deriven específicamente del contrato de trabajo.
"
14, ¿Cuáles son los deberes laborales de los trabajadores? ¿Cuáles son las obligaciones de los trabajadores? ¿Qué es exigible por parte del trabajador? ,"Los deberes laborales de los trabajadores incluyen cumplir con las obligaciones concretas de su puesto de trabajo, observar las medidas de prevención de riesgos laborales, seguir las ordenes e instrucciones del empresario, no concurrir con la actividad de la empresa, contribuir a la mejora de la productividad y cumplir con cualquier otro deber que se deriva específicamente del contrato de trabajo. Los trabajadores también tienen obligaciones para no discriminar por motivos de género en el pago de remuneración y para respetar las personas con discapacidad, menores, aquellos sometidos a medidas de internamiento y especialistas en Ciencias de la Salud.","a) Cumplir con las obligaciones concretas de su puesto de trabajo, de conformidad con las reglas de la buena fe y diligencia.
b) Observar las medidas de prevención de riesgos laborales que se adopten.
c) Cumplir las órdenes e instrucciones del empresario en el ejercicio regular de sus facultades directivas.
d) No concurrir con la actividad de la empresa, en los términos fijados en esta ley.
e) Contribuir a la mejora de la productividad.
f) Cuantos se deriven, en su caso, de los respectivos contratos de trabajo.
"
15,¿Cuál es la edad mínima para trabajar?,"La edad mínima para trabajar es 18 años, según la normativa de Seguridad Social en Italia.",Se prohíbe la admisión al trabajo a los menores de dieciséis años.
16,¿Qué restricciones tienen los mayores de 16 años y menores de 18 años?,"1. Los trabajadores menores de dieciocho años no pueden realizar trabajos nocturnos ni actividades o puestos de trabajo que se estén limitando en su contratación de acuerdo con lo establecido en la Ley 31/1995, de 8 de noviembre, de Prevención de Riesgos Laborales, y en las normas reglamentarias aplicables.
2. Se prohíbe realizar horas extraordinarias a los menores de dieciocho años.
3. La intervención de los menores de diecisésix años en espectáculos públicos solo se autorizará en casos excepcionales por la autoridad laboral, siempre que no suponga peligro para su salud ni para su formación profesional y humana. El permiso deberá constar por escrito y para actos determinados.","2. Los trabajadores menores de dieciocho años no podrán realizar trabajos nocturnos ni aquellas actividades o puestos de trabajo respecto a los que se establezcan limitaciones a su contratación 
3. Se prohíbe realizar horas extraordinarias a los menores de dieciocho años.
"
17,¿Pueden los menores de 16 años intervenir en espectáculos públicos?,"De acuerdo con el Artículo 4 del Convenio de la Organización Internacional del Trabajo (OIT), los menores de dieciséis años no pueden intervenir en espectáculos públicos. Esto se debe a que estas actividades pueden suponer peligro para su salud y formación profesional y humana. Sin embargo, en casos excepcionales, la autoridad laboral puede autorizar su participación en espectáculos públicos con un permiso escrito.","solo se autorizará en casos excepcionales por la autoridad laboral, siempre que no suponga peligro para su salud ni para su formación profesional y humana.
deberá constar por escrito "
18,¿Quién tiene capacidad para contratar la prestación de su trabajo?,"La capacidad para contratar la prestación de su trabajo es limitada por el Código Civil, los menores de dieciocho y mayores de dieciséis años que vivan de forma independiente con consentimiento de sus padres o tutores, y los extranjeros según la legislación específica sobre el tema. También puede contratar a personas de capacidad limitada si el representante legal las autoriza expresamente o tácitamente.","a) Quienes tengan plena capacidad de obrar 
b) Los menores de dieciocho y mayores de dieciséis años, que vivan de forma independiente, con consentimiento de sus padres o tutores, o con autorización de la persona o institución que les tenga a su cargo.
c) Los extranjeros, de acuerdo con lo dispuesto en la legislación específica sobre la materia.
"
19,¿Puede ser verbal un contrato de trabajo?,"No, el contrato de trabajo no puede ser verbal. Es necesario que se formalice por escrito para ser legalmente vinculante. Sin embargo, algunos aspectos del contrato, como los horarios de trabajo o la duración temporal, pueden ser acordados oralmente y luego formalizados en el contrato escrito.", El contrato de trabajo se podrá celebrar por escrito o de palabra.  
20,¿Qué contratos tienen que estar por escrito obligatoriamente?,"Los contratos de trabajo deben estar por escrito obligatoriamente, incluyendo los de pescadores, trabajadores que trabajan a distancia y trabajadores contratados en España al servicio de empresas españolas en el extranjero. Estos contratos también deben constar por escrito si la duración es superior a cuatro semanas. El empresario está obligado a comunicar al oficina pública de empleo los contenidos de los contratos de trabajo, incluyendo las prórrogas no formalizadas por escrito. El empresario también debe entregar una copia básica del contrato a la representación legal de los trabajadores, exenciando los contratos de relación laboral especial de alta dirección.","cuando así lo exija una disposición legal y, en todo caso, los de prácticas y para la formación y el aprendizaje, los contratos a tiempo parcial, fijos-discontinuos y de relevo, los contratos para la realización de una obra o servicio determinado, los de los trabajadores que trabajen a distancia y los contratados en España al servicio de empresas españolas en el extranjero. 
los contratos por tiempo determinado cuya duración sea superior a cuatro semanas. De no observarse tal exigencia, el contrato se presumirá celebrado por tiempo indefinido y a jornada completa, salvo prueba en contrario "
21,¿Debe comunicar el empresario la contratación de un trabajador?,"Based on the provided context, the answer is no, the employer does not have to communicate the hiring of a new worker. The context discusses different scenarios for terminating a contract, such as collective dismissal due to economic reasons, voluntary dismissal based on contractual breach by the employer, and dismissed workers due to objective legal causes. It also mentions the need for the employer to communicate the termination with a proposal of the liquidation document and the worker's right to have a representative present during the signing of the final payment receipt. However, there is no mention of the employer needing to inform the worker about hiring a new one.","El empresario está obligado a comunicar a la oficina pública de empleo, en el plazo de los diez días siguientes a su concertación "
22,¿Es obligatorio entregar una copia básica de los contratos a los trabajadores?,"Yes, according to the provided context, employers are obligated to deliver a basic copy of written contracts to their workers. This applies to all contracts, except for those of special labor relations where notice to the workforce representation is required. The copy should contain all contract details except for employment number, production, and sales information, as well as specific production program details.","El empresario entregará a la representación legal de los trabajadores una copia básica de todos los contratos que deban celebrarse por escrito, a excepción de los contratos de relación laboral especial de alta dirección"
23,¿Cuáles son los efectos de la nulidad de un contrato de trabajo?,"The nullity of a employment contract can lead to several effects. Firstly, the indemnification for wrongful dismissal, as per article 56.1, will apply to contracts signed on or after February 12, 2012. Secondly, the company must notify the labor authority about its decision to reduce working hours or suspend contracts, providing details such as the duration of the suspension, the affected workers, and the type and percentage of reduction or days of suspension. Lastly, during the application period of the temporary measure, the company can adjust workforce based on changes in circumstances. However, no penalties can be imposed for reducing vacation time or other benefits for the worker.","Si resultase nula solo una parte del contrato de trabajo, este permanecerá válido en lo restante, y se entenderá completado con los preceptos jurídicos adecuados conforme a lo dispuesto en el artículo 3.1.
En caso de que el contrato resultase nulo, el trabajador podrá exigir, por el trabajo que ya hubiese prestado, la remuneración consiguiente a un contrato válido.
"
24,¿Qué obligaciones genera al empresario un trabajo en común?,"Al empresario no generan obligaciones las intervenciones en común en el trabajo, ya que cada miembro del grupo tendrá sus propios derechos y deberes. El jefe del grupo representará a los miembros del grupo en cuanto a las obligaciones inherentes al contrato. Sin embargo, si el empresario asocia un auxiliar o ayudante a su trabajo, sería responsable de su retribución y formación. En cuanto a la igualdad de remuneración por razón de sexo, el empresario está obligado a pagar al trabajador la misma retribución por un trabajo de igual valor, sin discriminación alguna por motivos de sexo. Si el contrato resulta nulo, el trabajador puede exigir la remuneración correspondiente a un contrato válido. En caso de nulidad por discriminación salarial por razón de sexo, el trabajador tendrá derecho a la retribución correspondiente al trabajo igual o de igual valor.","conservará respecto de cada uno, individualmente, sus derechos y deberes."
25,¿Qué efectos despliega un contrato con un grupo de trabajadores?,"Un contrato con un grupo de trabajadores puede desplegar efectos como la celebración de contratos formativos, la modificación de contratos por tiempo indefinido y la regulación de contratos a tiempo parcial. También puede tener implicaciones en las jornadas de trabajo y la nulidad del contrato debido a factores como la discriminación salarial.","no tendrá frente a cada uno de sus miembros los derechos y deberes que como tal le competen. El jefe del grupo ostentará la representación de los que lo integren, respondiendo de las obligaciones inherentes a dicha representación."
26,¿Con quién se puede concertar un contrato en prácticas?,"Puedes concertar un contrato en prácticas a tiempo parcial por tiempo indefinido o por duración determinada, según lo establecido en los supuestos legales. El contrato debe ser formalizado por escrito y registrado en las comunicaciones del empleado y la empresa. También se pueden concertar contratos a tiempo parcial para la formación y el aprendizaje, así como para completar una jornada reducida o cobertura temporal de un puesto de trabajo durante el proceso de selección o promoción.","con quienes estuvieren en posesión de título universitario o de formación profesional de grado medio o superior o títulos oficialmente reconocidos como equivalentes,"
27,¿Cuáles son las especificidades de un contrato en prácticas? ¿Cuáles son las reglas del contrato en prácticas?,"1. The specificities of a contract in practice include the terms and conditions agreed upon by both parties, such as the duration, scope, and payment for the services or goods provided. The rules of a contract in practice are the legal principles that govern the enforcement and interpretation of these agreements, including concepts like offer, acceptance, consideration, and capacity to contract.

2. In the context you provided, the dispositions transitoria first, second, and third refer to specific sections of a law or regulation related to contracts for training and learning, partial-time jobs for partial retirement and replacement, and job vacancies, respectively. These sections outline the responsibilities of employers regarding notice periods, job prioritization for training, and the application of previous rules to existing contracts.

3. Section 2.2 of the law deals with the rights and obligations derived from the contract, specifically addressing non-discrimination in labor relations. This includes provisions on the nullity of discriminatory reglamentario clauses, collective bargaining agreements, individual agreements, and unilateral employer decisions related to job displacements.

4. The law also outlines the actions that fixed-term workers can take in case of violations related to job calls, with the option to exercise their rights from the moment of the violation or when they become aware of it. Additionally, it specifies that when a fixed-term contract is justified by the celebration of new contracts, subcontracts, or administrative concessions, the periods of inactivity can only be considered as waiting periods for redeployment between subcontracts.

5. The law further mentions that collective bargaining agreements at the sectorial level can determine a maximum period of inactivity between subcontracts, which, in absence of a conventional provision, would be three months. Once this period is exceeded, the employer must take appropriate immediate or definitive measures, as specified in the norm.","a) El puesto de trabajo deberá permitir la obtención de la práctica profesional adecuada al nivel de estudios o de formación cursados. 
b) La duración del contrato no podrá ser inferior a seis meses ni exceder de dos años, dentro de cuyos límites los convenios colectivos de ámbito sectorial estatal o, en su defecto, los convenios colectivos sectoriales de ámbito inferior podrán determinar la duración del contrato, atendiendo a las características del sector y de las prácticas a realizar.
c) Ningún trabajador podrá estar contratado en prácticas en la misma o distinta empresa por tiempo superior a dos años en virtud de la misma titulación o certificado de profesionalidad.
d) Salvo lo dispuesto en convenio colectivo, el periodo de prueba no podrá ser superior a un mes para los contratos en prácticas celebrados con trabajadores que estén en posesión de título de grado medio o de certificado de profesionalidad de nivel 1 o 2, ni a dos meses para los contratos en prácticas celebrados con trabajadores que estén en posesión de título de grado superior o de certificado de profesionalidad de nivel 3.

e) La retribución del trabajador será la fijada en convenio colectivo para los trabajadores en prácticas, sin que, en su defecto, pueda ser inferior al sesenta o al setenta y cinco por ciento durante el primero o el segundo año de vigencia del contrato, respectivamente, del salario fijado en convenio para un trabajador que desempeñe el mismo o equivalente puesto de trabajo.

f) Si al término del contrato el trabajador continuase en la empresa no podrá concertarse un nuevo periodo de prueba, computándose la duración de las prácticas a efecto de antigüedad en la empresa.
"
28,¿Qué es un contrato para la formación y el aprendizaje?,"Aun no tengo información sobre un ""contrato para la formación y el aprendizaje"". Sin embargo, puedo decir que en el contexto proporcionado, se mencionan contratos de trabajo y acuerdos de cooperación entre centros de formación, entidades formativas y empresas. Estos contratos pueden incluir planes formativos individuales y garantías de coordinación con la persona tutora en la empresa.", tendrá por objeto la cualificación profesional de los trabajadores en un régimen de alternancia de actividad laboral retribuida en una empresa con actividad formativa recibida en el marco del sistema de formación profesional para el empleo o del sistema educativo. 
29,¿Cuáles son las reglas por las que se rige el contrato para la formación y el aprendizaje?,"The contract for training and learning is governed by the following rules:

a) The training center, accredited or registered entities, and universities will develop individual training plans where the training content, schedule, activities, and tutoring requirements are specified.

b) Both theoretical and practical training provided by the training center or entity, as well as the company, are substantial parts of this contract. The system for delivering training and its financial aspects will be regulated.

c) The duration of the contract will be as per the corresponding plan or program.

d) Upon completion of the contract, the working person will have the right to receive certification of the practical content achieved.

e) Employees hired for training to gain professional practice cannot work extra hours except as provided in Article 35.3.

f) The compensation for working time will be as per the applicable collective bargaining agreement in the company or the corresponding group, profession, and remuneration level for the performed functions. The compensation will not be less than the minimum wage for the training contract in alternance or the interprofessional minimum wage in proportion to the working time.

g) The scope of the training will be regulated by rules corresponding to the training contract for gaining professional practice.

h) Contracts for training and learning celebrated before the entry into force of this law will continue to be governed by the specific rules applicable to each type of contractual modalities that were in force at the time the contracts were concluded, unless another legal arrangement has been made.

i) Contracts for partial time work due to partial retirement, part-time replacement, and age of retirement will be governed by the following dispositions:","a) Se podrá celebrar con trabajadores mayores de dieciséis y menores de veinticinco años que carezcan de la cualificación profesional reconocida por el sistema de formación profesional para el empleo o del sistema educativo requerida para concertar un contrato en prácticas. 
El límite máximo de edad no será de aplicación cuando el contrato se concierte con personas con discapacidad ni con los colectivos en situación de exclusión social 
b) La duración mínima del contrato será de un año y la máxima de tres. No obstante, mediante convenio colectivo podrán establecerse distintas duraciones del contrato,
En caso de que el contrato se hubiera concertado por una duración inferior a la máxima legal o convencionalmente establecida, podrá prorrogarse mediante acuerdo de las partes, hasta por dos veces, sin que la duración de cada prórroga pueda ser inferior a seis meses y sin que la duración total del contrato pueda exceder de dicha duración máxima.

"
30,¿Qué se entiende por contrato a tiempo parcial?,"Un contrato a tiempo parcial es una modalidad de empleo en la que un trabajador recibe una jornada de trabajo inferior a la jornada de trabajo de un trabajador a tiempo completo. El contrato se regirá por las reglas establecidas en el artículo 8.2 y debe ser formalizado por escrito. Las empresas que pretendan suscribir contratos formativos pueden solicitar información sobre si las personas a las que pretenden contratar han estado previamente contratadas bajo dicha modalidad y la duración de estas contrataciones. El contrato de trabajo se entenderá celebrado a tiempo parcial cuando se haya acordado la prestación de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable."," cuando se haya acordado la prestación de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable.
se entenderá por «trabajador a tiempo completo comparable» a un trabajador a tiempo completo de la misma empresa y centro de trabajo, con el mismo tipo de contrato de trabajo y que realice un trabajo idéntico o similar. "
31,¿Durante cuánto tiempo puede concertarse un contrato a tiempo parcial?,El contrato a tiempo parcial puede concertarse por tiempo indefinido.,"podrá concertarse por tiempo indefinido o por duración determinada en los supuestos en los que legalmente se permita 
excepto en el contrato para la formación y el aprendizaje."
32,¿Cuándo se entiende que el contrato a tiempo parcial se celebra por tiempo indefinido?,"El contrato a tiempo parcial se celebra por tiempo indefinido cuando se hace un acuerdo para la prestación de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable. Esto también se aplica a contratos de relevo y fijos-discontinuos. En caso de no estar escrito, el contrato será presumido como por tiempo indefinido y completa.",cuando se concierte para realizar trabajos fijos y periódicos dentro del volumen normal de actividad de la empresa.
