,question,answer,ground_truth
10,¿Qué valor tienen los usos y costumbres?,"The value of usos and customs is determined by the most favorable outcome for the worker in the context of legality, conventions, or contracts. They only apply if there is no express receipt or delivery. Workers cannot validly possess legal rights they didn't have before or after acquisition, including those recognized by legal necessary rights. They also cannot possess illegal rights as recognized by collective agreement. In terms of basic labor rights, workers have the right to work in a safe and healthy environment, regardless of their location.","usos y costumbres solo se aplicarán en defecto de disposiciones legales, convencionales o contractuales, a no ser que cuenten con una recepción o remisión expresa."
11,¿Son renunciables los derechos laborales reconocidos? ¿Se puede disponer de los derechos del trabajador? ¿Se puede compensar económicamente los derechos de los trabajadores? ¿Podrán renunciar de alguno de sus derechos los trabajadores?,"Los derechos laborales reconocidos no son renunciables y no se puede compensar económicamente. Sin embargo, los trabajadores no pueden disponer de los derechos reconocidos como indisponibles por convenio colectivo. Los gratificaciones extraordinarias y las garantías del salario están reguladas por la Constitución y se aplican en todos los supuestos mencionados en el artículo 2."," trabajadores no podrán disponer válidamente 
derechos que tengan reconocidos por disposiciones legales de derecho necesario. Tampoco podrán disponer válidamente de los derechos reconocidos como indisponibles por convenio colectivo."
12,¿Cuáles son los derechos laborales básicos? ¿Cuáles son los derechos básicos del trabajador?,"Los derechos básicos del trabajador incluyen la libertad de asociación sindical y el derecho a representación legal. Los trabajadores tienen derecho a desarrollar sus actividades y comunicarse con los empleados, así como a usar tablones de anuncios para esta finalidad. Los convenios colectivos, resultado de la negociación entre representantes de los trabajadores y los empleadores, constituyen el acuerdo libremente adoptado por ambos partidos en virtud de su autonomía colectiva.","a) Trabajo y libre elección de profesión u oficio.
b) Libre sindicación.
c) Negociación colectiva.
d) Adopción de medidas de conflicto colectivo.
e) Huelga.
f) Reunión.
g) Información, consulta y participación en la empresa.
"
13,¿Cuáles son los derechos laborales del trabajador en relación con el trabajo? ¿Qué derechos laborales son reclamables por el trabajador?,"Los derechos laborales de un trabajador incluyen, en general, los siguientes:

1. Salario justo y remuneración equitativa para las horas trabajadas.
2. Condiciones de trabajo seguras y saludables.
3. No discriminación en el acceso a oportunidades laborales o trato en el lugar de trabajo.
4. No abuso de poder por parte del empleador.
5. No explotación, incluyendo horas extras sin remuneración justa.
6. Permisos vacacionales y sueldos vacacionales.
7. Seguro médico y otros beneficios laborales.
8. No discriminación en el acceso a la formación y desarrollo profesional.
9. No discriminación en el acceso a oportunidades de promoción.
10. No discriminación en el trato en el lugar de trabajo.

En cuanto a los derechos laborales reclamables por el trabajador, estos incluyen:

1. Salario justo y remuneración equitativa para las horas trabajadas.
2. No discriminación en el acceso a oportunidades laborales o trato en el lugar de trabajo.
3. No abuso de poder por parte del empleador.
4. No explotación, incluyendo horas extras sin remuneración justa.
5. Permisos vacacionales y sueldos vacacionales.
6. Seguro médico y otros beneficios laborales.
7. No discriminación en el acceso a la formación y desarrollo profesional.
8. No discriminación en el acceso a oportunidades de promoción.
9. No discriminación en el trato en el lugar de trabajo.
10. Respeto a los derechos básicos reconocidos por la Constitución.","
a) A la ocupación efectiva.
b) A la promoción y formación profesional en el trabajo, i
c) A no ser discriminados directa o indirectamente para el empleo, 
d) A su integridad física y a una adecuada política de prevención de riesgos laborales.
e) Al respeto de su intimidad y a la consideración debida a su dignidad, 
f) A la percepción puntual de la remuneración pactada o legalmente establecida.
g) Al ejercicio individual de las acciones derivadas de su contrato de trabajo.
h) A cuantos otros se deriven específicamente del contrato de trabajo.
"
14, ¿Cuáles son los deberes laborales de los trabajadores? ¿Cuáles son las obligaciones de los trabajadores? ¿Qué es exigible por parte del trabajador? ,"Los deberes laborales de los trabajadores incluyen cumplir con las obligaciones específicas de su puesto de trabajo, observar medidas de prevención de riesgos laborales, seguir las órdenes y instrucciones del empresario, no concurrir con la actividad de la empresa, contribuir a la mejora de la productividad y cumplir con los contratos de trabajo. Las obligaciones de los trabajadores incluyen respetar la autonomía colectiva, no intervenir en operaciones mercantiles sin asumir el riesgo y ventura, prestar sus servicios en centros especiales de empleo, cumplir con las leyes penales, formarse en Ciencias de la Salud, prestar servicios en despachos de abogados, y cualquier otro trabajo expresamente declarado como relación laboral.","a) Cumplir con las obligaciones concretas de su puesto de trabajo, de conformidad con las reglas de la buena fe y diligencia.
b) Observar las medidas de prevención de riesgos laborales que se adopten.
c) Cumplir las órdenes e instrucciones del empresario en el ejercicio regular de sus facultades directivas.
d) No concurrir con la actividad de la empresa, en los términos fijados en esta ley.
e) Contribuir a la mejora de la productividad.
f) Cuantos se deriven, en su caso, de los respectivos contratos de trabajo.
"
15,¿Cuál es la edad mínima para trabajar?,"La edad mínima para trabajar no está especificada en el contexto proporcionado. Por lo tanto, no es posible responder a esta pregunta con precisión. Por favor, proporcione más información o considere reformular la pregunta.",Se prohíbe la admisión al trabajo a los menores de dieciséis años.
16,¿Qué restricciones tienen los mayores de 16 años y menores de 18 años?,"Los mayores de 16 años no tienen restricciones en su trabajo, pero los menores de 18 años tienen algunas restricciones. Según la ley, los trabajadores menores de 18 años no pueden trabajar noches, realizar actividades peligrosas o puestos de trabajo con limitaciones en su contratación, y no pueden trabajar horas extraordinarias. También, los menores de 18 años solo se permiten intervenir en espectáculos públicos en casos excepcionales y con autorización por escrito de la autoridad laboral. Además, solo pueden trabajar en ciertos puestos si tienen una antigüedad en la empresa y cumplen ciertas condiciones.","2. Los trabajadores menores de dieciocho años no podrán realizar trabajos nocturnos ni aquellas actividades o puestos de trabajo respecto a los que se establezcan limitaciones a su contratación 
3. Se prohíbe realizar horas extraordinarias a los menores de dieciocho años.
"
17,¿Pueden los menores de 16 años intervenir en espectáculos públicos?,"No, no hay información en el contexto proporcionado que permita concluir si los menores de 16 años pueden intervenir en espectáculos públicos. El artículo 4 del contexto establece que la intervención de los menores de diecisésix años en espectáculos públicos solo se autorizará en casos excepcionales por la autoridad laboral, siempre que no suponga peligro para su salud ni para su formación profesional y humana. Sin embargo, no se especifica ningún límite de edad para las intervenciones en espectáculos públicos.","solo se autorizará en casos excepcionales por la autoridad laboral, siempre que no suponga peligro para su salud ni para su formación profesional y humana.
deberá constar por escrito "
18,¿Quién tiene capacidad para contratar la prestación de su trabajo?,The worker has the capacity to contract the provision of their work. This is subject to a maximum of twelve monthly payments.,"a) Quienes tengan plena capacidad de obrar 
b) Los menores de dieciocho y mayores de dieciséis años, que vivan de forma independiente, con consentimiento de sus padres o tutores, o con autorización de la persona o institución que les tenga a su cargo.
c) Los extranjeros, de acuerdo con lo dispuesto en la legislación específica sobre la materia.
"
19,¿Puede ser verbal un contrato de trabajo?,"No, un contrato de trabajo no puede ser verbal. El texto indica que el empresario debe hacerlo en moneda de curso legal o mediante cheque u otra modalidad de pago similar a través de entidades de crédito, previo informe al comité de empresa o delegados de personal. Además, el artículo 30 menciona que si el trabajador no puede prestar sus servicios debido a retrasos del empresario, el trabajador conservará el derecho a su salario. Esto sugiere que el contrato debe estar en escrito para garantizar las obligaciones de ambas partes.", El contrato de trabajo se podrá celebrar por escrito o de palabra.  
20,¿Qué contratos tienen que estar por escrito obligatoriamente?,"El artículo 6 del contrato de trabajo prohíbe la admisión al trabajo a los menores de diecisésix años y limita las horas extraordinarias que pueden realizar a los menores de dieciocho años. Además, la intervención de los menores de diecisésix años en espectáculos públicos solo se autorizará en casos excepcionales por la autoridad laboral.","cuando así lo exija una disposición legal y, en todo caso, los de prácticas y para la formación y el aprendizaje, los contratos a tiempo parcial, fijos-discontinuos y de relevo, los contratos para la realización de una obra o servicio determinado, los de los trabajadores que trabajen a distancia y los contratados en España al servicio de empresas españolas en el extranjero. 
los contratos por tiempo determinado cuya duración sea superior a cuatro semanas. De no observarse tal exigencia, el contrato se presumirá celebrado por tiempo indefinido y a jornada completa, salvo prueba en contrario "
21,¿Debe comunicar el empresario la contratación de un trabajador?,"El empresario no está obligado a comunicar la contratación de un trabajador, pero puede hacerlo a través de moneda de curso legal o mediante cheque u otra modalidad de pago similar a través de entidades de crédito. El trabajador tiene el derecho a su salario si el empresario no puede entregar sus servicios debido a impedimentos imputables al empresario.","El empresario está obligado a comunicar a la oficina pública de empleo, en el plazo de los diez días siguientes a su concertación "
22,¿Es obligatorio entregar una copia básica de los contratos a los trabajadores?,"No, no es obligatorio entregar una copia básica de los contratos a los trabajadores. Sin embargo, se recomienda que se proporcione una copia al autoridad laboral y a los representantes legales de los trabajadores.","El empresario entregará a la representación legal de los trabajadores una copia básica de todos los contratos que deban celebrarse por escrito, a excepción de los contratos de relación laboral especial de alta dirección"
23,¿Cuáles son los efectos de la nulidad de un contrato de trabajo?,"1. The effects of a nullified employment contract include the termination of the contract, which can be mutually agreed upon by both parties or due to valid grounds outlined in the contract, or by expiration of the agreed-upon time period. If the contract is terminated without valid grounds, the employee may be entitled to an indemnification equal to their proportionate share of the wages they would have earned for the remaining days of their contract.
2. The regulation of employment relations is governed by laws that recognize basic human rights as outlined in the constitution.
3. A contract can be terminated by mutual agreement of the parties or due to valid grounds outlined in the contract, or by expiration of the agreed-upon time period. If the contract is terminated without valid grounds, the employee may be entitled to an indemnification equal to their proportionate share of the wages they would have earned for the remaining days of their contract.
4. The regulation of employment relations is governed by laws that recognize basic human rights as outlined in the constitution.
5. The regulation of employment relations is governed by laws that recognize basic human rights as outlined in the constitution.
6. The regulation of employment relations is governed by laws that recognize basic human rights as outlined in the constitution.
7. The regulation of employment relations is governed by laws that recognize basic human rights as outlined in the constitution.
8. The regulation of employment relations is governed by laws that recognize basic human rights as outlined in the constitution.
9. The regulation of employment relations is governed by laws that recognize basic human rights as outlined in the constitution.
10. The regulation of employment relations is governed by laws that recognize basic human rights as outlined in the constitution.","Si resultase nula solo una parte del contrato de trabajo, este permanecerá válido en lo restante, y se entenderá completado con los preceptos jurídicos adecuados conforme a lo dispuesto en el artículo 3.1.
En caso de que el contrato resultase nulo, el trabajador podrá exigir, por el trabajo que ya hubiese prestado, la remuneración consiguiente a un contrato válido.
"
24,¿Qué obligaciones genera al empresario un trabajo en común?,"1. The context does not provide specific information on the obligations that an employer generates when creating a common work plan. However, it mentions that the cost of implementing such a plan will not be borne by the workers.

2. The context also discusses the establishment of new colleges that adapt to the company's composition and the distribution of committee positions proportionally among companies, regardless of their location.

3. Lastly, it is mentioned that the company may not be obligated to communicate specific information related to industrial, financial, or commercial secrets that could hinder the company's functioning or cause significant economic harm if disclosed.","conservará respecto de cada uno, individualmente, sus derechos y deberes."
25,¿Qué efectos despliega un contrato con un grupo de trabajadores?,"Un contrato con un grupo de trabajadores puede desplegar diversos efectos, como la posible pérdida de empleo debido a la reducción de la fuerza laboral. La consulta previa con los representantes legales de los trabajadores es un proceso para discutir posibles soluciones y atenuar las consecuencias, como medidas de recolocación o acciones de formación. Si se realiza el despido colectivo sin cumplir con los periodos de consultas, se considera efectuado en fraude de la ley y será declarada nula.","no tendrá frente a cada uno de sus miembros los derechos y deberes que como tal le competen. El jefe del grupo ostentará la representación de los que lo integren, respondiendo de las obligaciones inherentes a dicha representación."
26,¿Con quién se puede concertar un contrato en prácticas?,"Un contrato de trabajo puede ser concertado con personas que carezcan de la cualificación profesional reconocida, siempre que no haya tenido otro contrato formativo previo en una formación del mismo nivel formativo y del mismo sector productivo. Sin perjuicio de lo anterior, se pueden realizar contratos vinculados a estudios de formación profesional o universitaria con personas que posean otra titulación. En el caso de certificados de profesionalidad de nivel 1 y 2, y programas públicos o privados de formación en alternancia de empleo-formación, el contrato solo puede ser concertado con personas de hasta treinta años.","con quienes estuvieren en posesión de título universitario o de formación profesional de grado medio o superior o títulos oficialmente reconocidos como equivalentes,"
27,¿Cuáles son las especificidades de un contrato en prácticas? ¿Cuáles son las reglas del contrato en prácticas?,"[INST] Las especificidades de un contrato en prácticas incluyen el porcentaje de horas ordinarias que se pueden trabajar, generalmente no superando el 60%. También puede haber reglas sobre la conocida necesaria para las horas complementarias, que deben ser avisadas con un preaviso mínimo de tres días, excepto en casos especificados por el convenio laboral. El pacto de horas complementarias puede quedar sin efecto por renuncia del trabajador, siempre que se cumpla un año desde su celebración y se atienden a ciertas circunstancias, como la atención de responsabilidades familiares o necesidades formativas. El contrato de trabajo puede ser suspenso por acuerdo mutuo de las partes o por causas específicas relacionadas con el contrato.[/INST]","a) El puesto de trabajo deberá permitir la obtención de la práctica profesional adecuada al nivel de estudios o de formación cursados. 
b) La duración del contrato no podrá ser inferior a seis meses ni exceder de dos años, dentro de cuyos límites los convenios colectivos de ámbito sectorial estatal o, en su defecto, los convenios colectivos sectoriales de ámbito inferior podrán determinar la duración del contrato, atendiendo a las características del sector y de las prácticas a realizar.
c) Ningún trabajador podrá estar contratado en prácticas en la misma o distinta empresa por tiempo superior a dos años en virtud de la misma titulación o certificado de profesionalidad.
d) Salvo lo dispuesto en convenio colectivo, el periodo de prueba no podrá ser superior a un mes para los contratos en prácticas celebrados con trabajadores que estén en posesión de título de grado medio o de certificado de profesionalidad de nivel 1 o 2, ni a dos meses para los contratos en prácticas celebrados con trabajadores que estén en posesión de título de grado superior o de certificado de profesionalidad de nivel 3.

e) La retribución del trabajador será la fijada en convenio colectivo para los trabajadores en prácticas, sin que, en su defecto, pueda ser inferior al sesenta o al setenta y cinco por ciento durante el primero o el segundo año de vigencia del contrato, respectivamente, del salario fijado en convenio para un trabajador que desempeñe el mismo o equivalente puesto de trabajo.

f) Si al término del contrato el trabajador continuase en la empresa no podrá concertarse un nuevo periodo de prueba, computándose la duración de las prácticas a efecto de antigüedad en la empresa.
"
28,¿Qué es un contrato para la formación y el aprendizaje?,"Un contrato para la formación y el aprendizaje es un acuerdo entre una empresa y un empleado que establece las condiciones para el desarrollo profesional del empleado. Esto puede incluir permisos de formación, planes formativos individuales, y la colaboración de centros de formación profesional o entidades formativas. La duración del contrato se determina en el plan o programa que establezca el acuerdo.", tendrá por objeto la cualificación profesional de los trabajadores en un régimen de alternancia de actividad laboral retribuida en una empresa con actividad formativa recibida en el marco del sistema de formación profesional para el empleo o del sistema educativo. 
29,¿Cuáles son las reglas por las que se rige el contrato para la formación y el aprendizaje?,"The rules governing the contract for training and learning are outlined in the context provided. These include:

a) Access to relevant company information, such as financial balances, results, memory, and other documents like articles of incorporation or participation agreements.
b) Knowledge of written employment contracts used by the company and related termination documents.
c) Notification of any major penalties imposed for serious violations.
d) Information about algorithms or AI systems used for decision-making that may impact work conditions, access, and employment, including profile creation.
e) Participation in forming a company committee to review basic contracts, extensions, and complaints related to the contract.
f) Additional measures to achieve the goal of the contract, whether general or sector-specific, for discussion and agreement with social interlocutors.
g) During work schedule reductions or suspensions as per articles 47 and 47bis, companies can develop formative actions for each affected person, aiming to improve professional competencies and employability.
h) Prioritization of formative actions that address the actual needs of both companies and workers, including those related to digital skill acquisition and those allowing for the development of relevant skills.","a) Se podrá celebrar con trabajadores mayores de dieciséis y menores de veinticinco años que carezcan de la cualificación profesional reconocida por el sistema de formación profesional para el empleo o del sistema educativo requerida para concertar un contrato en prácticas. 
El límite máximo de edad no será de aplicación cuando el contrato se concierte con personas con discapacidad ni con los colectivos en situación de exclusión social 
b) La duración mínima del contrato será de un año y la máxima de tres. No obstante, mediante convenio colectivo podrán establecerse distintas duraciones del contrato,
En caso de que el contrato se hubiera concertado por una duración inferior a la máxima legal o convencionalmente establecida, podrá prorrogarse mediante acuerdo de las partes, hasta por dos veces, sin que la duración de cada prórroga pueda ser inferior a seis meses y sin que la duración total del contrato pueda exceder de dicha duración máxima.

"
30,¿Qué se entiende por contrato a tiempo parcial?,"Un contrato a tiempo parcial es un acuerdo de trabajo que permite a un trabajador ser contratado para trabajar por menos horas que en un contrato de trabajo completo. Esto se utiliza a menudo para reducir los costos de empleados y para proporcionar más oportunidades de colocación laboral a las personas desempleadas. El contrato debe ser formalizado por escrito y regulado por las reglas específicas del artículo 8.2. La prestación de trabajo en horas extraordinarias es voluntaria, excepto si se ha pactado en un convenio colectivo o contrato individual de trabajo."," cuando se haya acordado la prestación de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable.
se entenderá por «trabajador a tiempo completo comparable» a un trabajador a tiempo completo de la misma empresa y centro de trabajo, con el mismo tipo de contrato de trabajo y que realice un trabajo idéntico o similar. "
31,¿Durante cuánto tiempo puede concertarse un contrato a tiempo parcial?,"Según el artículo 12 del contrato de trabajo, un contrato a tiempo parcial se entiende como una celebración cuando se acorda la prestación de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable. El trabajador debe conocer el día y la hora de realización de las horas complementarias con un preaviso mínimo de tres días, salvo que el convenio establezca un plazo de preaviso inferior. El pacto de horas complementarias puede quedar sin efecto por renuncia del trabajador en caso de atención a responsabilidades familiares, necesidades formativas o incompatibilidad con otro contrato a tiempo parcial.","podrá concertarse por tiempo indefinido o por duración determinada en los supuestos en los que legalmente se permita 
excepto en el contrato para la formación y el aprendizaje."
32,¿Cuándo se entiende que el contrato a tiempo parcial se celebra por tiempo indefinido?,"El contrato a tiempo parcial se celebra por tiempo indefinido cuando se acorda la prestación de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable. El trabajador debe conocer el día y la hora de las horas complementarias pactadas con un preaviso mínimo de tres días, salvo que el convenio establezca un plazo de preaviso inferior. El pacto de horas complementarias puede quedar sin efecto por renuncia del trabajador, mediante un preaviso de quince días, una vez cumplido un año desde su celebración.",cuando se concierte para realizar trabajos fijos y periódicos dentro del volumen normal de actividad de la empresa.
33,¿Cuáles son las especificidades de un contrato a tiempo parcial? ¿Cuáles son las reglas del contrato a tiempo parcial?,"Un contrato a tiempo parcial es un acuerdo entre empleador y empleado para realizar trabajo durante una parte de sus horas contratadas. Las especificidades del contrato a tiempo parcial incluyen que el trabajador debe conocer el día y la hora de las horas complementarias con un preaviso mínimo de tres días, salvo si el convenio establece un plazo de preaviso inferior. El pacto de horas complementarias puede quedar sin efecto por renuncia del trabajador después de un año, cuando cumple un año desde su celebración, si hay alguna de las siguientes circunstancias: atención de responsabilidades familiares, necesidades formativas o incompatibilidad con otro contrato a tiempo parcial. Las empresas que pretendan suscribir contratos formativos pueden solicitar información sobre si las personas que pretenden contratar han estado previamente contratadas bajo dicha modalidad y la duración de estas contrataciones. Un contrato a tiempo parcial se entiende como el acuerdo para realizar trabajo durante una parte de las horas contratadas de un trabajador a tiempo completo comparable. Un contrato de trabajo puede ser suspenso por las causas acordadas por las partes o las consignadas válidamente en el contrato."," se deberá formalizar necesariamente por escrito.deberá figurar el número de horas ordinarias de trabajo al día, a la semana, al mes o al año contratadas, así como el modo de su distribución según lo previsto en convenio colectivo.
De no observarse estas exigencias, el contrato se presumirá celebrado a jornada completa, salvo prueba en contrario 
b) Cuando el contrato a tiempo parcial conlleve la ejecución de una jornada diaria inferior a la de los trabajadores a tiempo completo y esta se realice de forma partida, solo será posible efectuar una única interrupción en dicha jornada diaria, 
c) Los trabajadores a tiempo parcial no podrán realizar horas extraordinarias, salvo en los supuestos a los que se refiere el artículo 35.3.
la suma de las horas ordinarias y complementarias, incluidas las previamente pactadas y las voluntarias, no podrá exceder del límite legal del trabajo a tiempo parcial 
se registrará día a día y se totalizará mensualmente, entregando copia al trabajador, junto con el recibo de salarios, del resumen de todas las horas realizadas en cada mes, 
El empresario deberá conservar los resúmenes mensuales de los registros de jornada durante un periodo mínimo de cuatro años.

En caso de incumplimiento de las referidas obligaciones de registro, el contrato se presumirá celebrado a jornada completa, salvo prueba en contrario 
d) Los trabajadores a tiempo parcial tendrán los mismos derechos que los trabajadores a tiempo completo. 
e) La conversión de un trabajo a tiempo completo en un trabajo parcial y viceversa tendrá siempre carácter voluntario para el trabajador y no se podrá imponer de forma unilateral o como consecuencia de una modificación sustancial de condiciones de trabajo
El trabajador no podrá ser despedido ni sufrir ningún otro tipo de sanción o efecto perjudicial por el hecho de rechazar esta conversión, "
34,¿Qué se entiende por horas complementarias?,"Horas complementarias se refieren a horas adicionales que un trabajador puede trabajar al trás de su jornada ordinaria, con el acuerdo del empleador y el trabajador. Estas horas pueden ser contratadas voluntariamente o para prevenir o reparar siniestros y otros daños extraordinarios. La duración máxima de las horas complementarias no se considera en la jornada ordinaria maxima y no se puede exceder el 100% de las horas contratadas. El trabajador debe conocer con un preaviso mínimo de tres días las horas complementarias pactadas.",Se consideran horas complementarias las realizadas como adición a las horas ordinarias pactadas en el contrato a tiempo parcial.
