,question,answer,ground_truth
16,¿Qué restricciones tienen los mayores de 16 años y menores de 18 años?," Los mayores de 16 años y menores de 18 años no pueden trabajar noches ni realizar horas extraordinarias, tampoco pueden participar en espectáculos públicos sin autorización especial si ello puede ponerlos en peligro o afectar su educación. Además, solo pueden ser contratados para trabajos que no interfieran con su derecho a la conciliación de vida familiar y laboral, y solo pueden votar en asociaciones empresariales si cumplen 18 años y tienen al menos veinte días de antigüedad en la empresa.","2. Los trabajadores menores de dieciocho años no podrán realizar trabajos nocturnos ni aquellas actividades o puestos de trabajo respecto a los que se establezcan limitaciones a su contratación 
3. Se prohíbe realizar horas extraordinarias a los menores de dieciocho años.
"
17,¿Pueden los menores de 16 años intervenir en espectáculos públicos?," Los menores de 16 años no pueden participar en espectáculos públicos a menos que sean excepcionales y autorizados por la autoridad laboral, ya que esto puede representar un peligro para su salud y formación.","solo se autorizará en casos excepcionales por la autoridad laboral, siempre que no suponga peligro para su salud ni para su formación profesional y humana.
deberá constar por escrito "
18,¿Quién tiene capacidad para contratar la prestación de su trabajo?," Los trabajadores con discapacidad y personas que tengan necesidades de cuidado pueden contratar la prestación de su trabajo para cumplir con sus derechos a conciliación de vida familiar y laboral. Además, los trabajadores tienen derecho a solicitar esta medida hasta que sus hijos o hijas cumplan doce años, o en caso de necesidades familiares urgentes relacionadas con familiares o personas convivientes. También puede ausentarse del trabajo por causas de fuerza mayor en motivos familiares urgentes.","a) Quienes tengan plena capacidad de obrar 
b) Los menores de dieciocho y mayores de dieciséis años, que vivan de forma independiente, con consentimiento de sus padres o tutores, o con autorización de la persona o institución que les tenga a su cargo.
c) Los extranjeros, de acuerdo con lo dispuesto en la legislación específica sobre la materia.
"
19,¿Puede ser verbal un contrato de trabajo?," Si bien el texto no especifica explícitamente que un contrato de trabajo puede ser verbal, en la legislación laboral generalmente se contempla la existencia de contratos tácitos o informales. Sin embargo, para una buena organización es mejor que los contratos laborales sean escritos, ya que ofrecen protección y claridad a ambas partes.", El contrato de trabajo se podrá celebrar por escrito o de palabra.  
20,¿Qué contratos tienen que estar por escrito obligatoriamente?," Los contratos que deben estar por escrito obligatoriamente son los contratos de trabajo. Además, la suspensión del contrato de trabajo se puede producir por causas especificadas en el mismo. En caso de no facilitar la información necesaria para tomar una decisión, dicha decisión no podrá ser tomada en consideración. La consulta debe realizarse con contenido apropiado y en un momento adecuado, en el nivel de dirección y representación correspondiente de la empresa.","cuando así lo exija una disposición legal y, en todo caso, los de prácticas y para la formación y el aprendizaje, los contratos a tiempo parcial, fijos-discontinuos y de relevo, los contratos para la realización de una obra o servicio determinado, los de los trabajadores que trabajen a distancia y los contratados en España al servicio de empresas españolas en el extranjero. 
los contratos por tiempo determinado cuya duración sea superior a cuatro semanas. De no observarse tal exigencia, el contrato se presumirá celebrado por tiempo indefinido y a jornada completa, salvo prueba en contrario "
21,¿Debe comunicar el empresario la contratación de un trabajador?," Sí, el empresario debe comunicar la contratación de un trabajador en su empresa. La manera en que se establecerán los colegios electorales de dicha empresa dependerá de su composición productiva. El empleado puede ser pagado mediante moneda de curso legal, cheque o otra modalidad similar a través de entidades de crédito. Si el empleado no puede prestar sus servicios una vez que vige el contrato debido a retrasos en el trabajo por parte del empresario y no por culpa del trabajador, éste conservará su derecho al salario sin poder ser compensado con otro trabajo realizado en otro tiempo.","El empresario está obligado a comunicar a la oficina pública de empleo, en el plazo de los diez días siguientes a su concertación "
22,¿Es obligatorio entregar una copia básica de los contratos a los trabajadores?," Sí, es obligatorio entregar una copia del contrato al trabajador y al organismo laboral competente. Según lo establecido en la legislación consolidadas en la página 58 del Boletín Oficial del Estado, los contratos formativos deben cumplir ciertos requisitos (como el número de contratos por tamaño de centro de trabajo) y no se pueden celebrar en fraude de ley o con incumplimiento de las obligaciones formativas. Si el trabajador continúa en la empresa al término del contrato, no podrá concertarse un nuevo periodo de prueba, y se contabilizará como antigüedad en la empresa. Por otra parte, según lo establecido en la página 42 del Boletín Oficial del Estado, una modificación que no alcanza los umbrales señalados para las modificaciones colectivas se considera de carácter individual.","El empresario entregará a la representación legal de los trabajadores una copia básica de todos los contratos que deban celebrarse por escrito, a excepción de los contratos de relación laboral especial de alta dirección"
23,¿Cuáles son los efectos de la nulidad de un contrato de trabajo?," La nulidad de un contrato de trabajo de persona fija-discontinua puede tener los siguientes efectos:

1. La persona fija-discontinua podrá ejercer las acciones que procedan en caso de incumplimientos relacionados con el llamamiento, desde el momento de la falta de este o desde el momento en que la falta lo conociese.
2. Si la nulidad se justifica por otros contratos, subcontratas o concesiones administrativas, los periodos de inactividad solo podrán producirse como plazos de espera de recolocación entre subcontrataciones. Los convenios colectivos sectoriales pueden establecer un plazo máximo de inactividad de tres meses.
3. La regulación de las relaciones laborales en estos supuestos respetará los derechos básicos reconocidos por la Constitución.","Si resultase nula solo una parte del contrato de trabajo, este permanecerá válido en lo restante, y se entenderá completado con los preceptos jurídicos adecuados conforme a lo dispuesto en el artículo 3.1.
En caso de que el contrato resultase nulo, el trabajador podrá exigir, por el trabajo que ya hubiese prestado, la remuneración consiguiente a un contrato válido.
"
24,¿Qué obligaciones genera al empresario un trabajo en común?," El trabajo en común por parte del empresario genera obligaciones como:
1. Adaptar las normas electorales según el número de colegios en la empresa.
2. No aplicar las normas anteriores si la empresa se había sometido a un procedimiento concursal.
3. No discriminación en su promoción económica o profesional basada en su representación.
4. Expresar libremente sus opiniones sobre los asuntos de su representación, incluyendo publicar y distribuir materiales laborales o sociales sin interferir con el flujo del trabajo.
5. Disponer de un crédito de horas mensuales retribuidas para el ejercicio de sus funciones de representación, según la escala: hasta 100 trabajadores - 15 horas; entre 101 y 255 trabajadores - 20 horas; y entre 256 y 500 trabajadores - 30 horas.","conservará respecto de cada uno, individualmente, sus derechos y deberes."
25,¿Qué efectos despliega un contrato con un grupo de trabajadores?," El contrato con un grupo de trabajadores despliega efectos que incluyen, entre otros, la posibilidad de extinción y despido colectivo. Si el número de personas fijas-discontinuas es inferior a los umbrales establecidos y no se presentan causas nuevas justificadas, cualquier nueva extinción será considerada fraudulenta y declarada nula.

Antes de un despido colectivo, la empresa debe realizar consultas con los representantes legales de los trabajadores para hablar sobre las posibilidades de evitar o reducir este efecto. Estas consultas deben tener una duración máxima de 30 días naturales (15 días en el caso de empresas de menos de 50 trabajadores). También debe considerarse la posibilidad de utilizar medidas sociales de acompañamiento, como medidas de recolocación o acciones de formación o reciclaje profesional para mejorar la empleabilidad.

En los casos en que la contratación fija-discontinua se justifique por la celebración de contratos, subcontratas o con motivo de concesiones administrativas, los períodos de inactividad solo podrán producirse como plazos de espera de recolocación entre subcontrataciones. En estos supuestos, las convenciones colectivas sectoriales pueden determinar un plazo máximo de inactividad entre subcontratas, que será de tres meses en defecto de previsión convencional.","no tendrá frente a cada uno de sus miembros los derechos y deberes que como tal le competen. El jefe del grupo ostentará la representación de los que lo integren, respondiendo de las obligaciones inherentes a dicha representación."
26,¿Con quién se puede concertar un contrato en prácticas?," Puedes concertar un contrato de prácticas con personas que cumplan ciertos requisitos. Si no tienen la calificación profesional reconocida por las titulaciones o certificados, pueden hacerlo siempre y cuando no hayan tenido otro contrato formativo previo en una formación del mismo nivel formativo y del mismo sector productivo.

Si el contrato se suscribe en el marco de certificados de profesionalidad de nivel 1 y 2, y programas públicos o privados de formación en alternancia de empleo–formación que formen parte del Catálogo de especialidades formativas del Sistema Nacional de Empleo, el contrato solo podrá ser concertado con personas de hasta 30 años.

El puesto de trabajo debe permitir la obtención de la práctica profesional adecuada al nivel de estudios o de formación objeto del contrato. La empresa elaborará el plan formativo individual que especifique el contenido de la práctica profesional, y asignará tutor o tutora que cuente con la formación o experiencia adecuadas para el seguimiento del plan y el correcto cumplimiento del objeto del contrato.

El periodo de prueba no puede exceder de un mes, salvo lo dispuesto en convenio colectivo. Al finalizar el contrato, si la persona continúa en la empresa, no podrá concertarse un nuevo período de prueba y la duración del contrato formativo se computará como antigüedad en la empresa.

Se reglamentarán los requisitos que deben cumplirse para la celebración de los contratos formativos, tales como el número de contratos por tamaño de centro de trabajo, las personas en formación por tutor o tutora, o las exigencias en relación con la estabilidad de la plantilla.","con quienes estuvieren en posesión de título universitario o de formación profesional de grado medio o superior o títulos oficialmente reconocidos como equivalentes,"
27,¿Cuáles son las especificidades de un contrato en prácticas? ¿Cuáles son las reglas del contrato en prácticas?,"1) Un contrato de prácticas es un contrato formativo entre una persona física (prácticante) y una empresa (entidad formativa), que se celebran con fines de formación profesional.
2) Reglas generales del contrato de prácticas:
   a) La persona continuará en la empresa al finalizar el contrato no podrá concertarse un nuevo periodo de prueba para computar su antigüedad.
   b) Los contratos formativos realizados en fraude de ley o si la empresa incumple sus obligaciones formativas son considerados como contratos indefinidos ordinarios.
   c) Se reglamentan los requisitos para celebrar un contrato formativo, tales como el número máximo de contratos por tamaño de centro de trabajo y las exigencias en relación con la estabilidad de la plantilla.
3) Los despidos colectivos deben ser precedidos de una consulta con los representantes legales de los trabajadores, previa una duración mínima de 30 días naturales o 15 días en el caso de empresas con menos de 50 empleados.
4) Las personas fijas-discontinuas podrán ejercer acciones si hay incumplimientos relacionados con la contratación fija-discontinua o si se justifica por celebración de contratos, subcontratos o concesiones administrativas.
5) En estos supuestos, los convenios colectivos sectoriales pueden determinar un máximo plazo de inactividad entre subcontrataciones que en defecto de previsión convencional es de tres meses. Una vez cumplido el plazo, la empresa adoptará las medidas coyunturales o definitivas que procedan.","a) El puesto de trabajo deberá permitir la obtención de la práctica profesional adecuada al nivel de estudios o de formación cursados. 
b) La duración del contrato no podrá ser inferior a seis meses ni exceder de dos años, dentro de cuyos límites los convenios colectivos de ámbito sectorial estatal o, en su defecto, los convenios colectivos sectoriales de ámbito inferior podrán determinar la duración del contrato, atendiendo a las características del sector y de las prácticas a realizar.
c) Ningún trabajador podrá estar contratado en prácticas en la misma o distinta empresa por tiempo superior a dos años en virtud de la misma titulación o certificado de profesionalidad.
d) Salvo lo dispuesto en convenio colectivo, el periodo de prueba no podrá ser superior a un mes para los contratos en prácticas celebrados con trabajadores que estén en posesión de título de grado medio o de certificado de profesionalidad de nivel 1 o 2, ni a dos meses para los contratos en prácticas celebrados con trabajadores que estén en posesión de título de grado superior o de certificado de profesionalidad de nivel 3.

e) La retribución del trabajador será la fijada en convenio colectivo para los trabajadores en prácticas, sin que, en su defecto, pueda ser inferior al sesenta o al setenta y cinco por ciento durante el primero o el segundo año de vigencia del contrato, respectivamente, del salario fijado en convenio para un trabajador que desempeñe el mismo o equivalente puesto de trabajo.

f) Si al término del contrato el trabajador continuase en la empresa no podrá concertarse un nuevo periodo de prueba, computándose la duración de las prácticas a efecto de antigüedad en la empresa.
"
28,¿Qué es un contrato para la formación y el aprendizaje?," El contrato para la formación y el aprendizaje (contrato formativo) se concibe para compatibilizar la actividad laboral remunerada con los procesos formativos, en el ámbito de la formación profesional o universitaria. Se puede celebrar con personas carente de la cualificación profesional reconocida por las titulaciones requeridas para obtener un contrato formativo. En este contrato, la actividad del trabajador en la empresa debe estar relacionada con prácticas profesionales específicas, particularmente en acciones formativas dirigidas a la digitalización, la innovación o la sostenibilidad.

En el caso de contratos vinculados a estudios de formación profesional o universitaria, la persona trabajadora debe no haber tenido otro contrato formativo previo del mismo nivel y sector productivo. Además, si se celebra en el marco de certificados de profesionalidad de nivel 1 y 2 y programas públicos o privados de formación en alternancia de empleo–formación que formen parte del Catálogo de especialidades formativas del Sistema Nacional de Empleo, se limitarán a personas de hasta treinta años.

El contrato formativo está sujeto a las mismas protecciones de la Seguridad Social que un contrato laboral, incluyendo el desempleo y la cobertura del Fondo de Garantía Salarial. Además, las situaciones de incapacidad temporal, nacimiento, adopción, guarda con fines de adopción, acogimiento, riesgo durante el embarazo, lactancia, violencia de género interrumpirán el cómputo de la duración del contrato.", tendrá por objeto la cualificación profesional de los trabajadores en un régimen de alternancia de actividad laboral retribuida en una empresa con actividad formativa recibida en el marco del sistema de formación profesional para el empleo o del sistema educativo. 
29,¿Cuáles son las reglas por las que se rige el contrato para la formación y el aprendizaje?,"1. Las normas comunes del contrato formativo incluyen la acción protectora de la Seguridad Social, flexibilidad en situaciones como incapacidad temporal o violencia de género, formalización escrita y desarrollo de competencias específicas (digitales y recualificadoras).
2. Las acciones formativas pueden realizarse a través de cualquier sistema acreditado o conforme a la Ley Orgánica 5/2002 y Ley 30/2015, en tiempo de trabajo o durante reducción de jornada o suspensión del contrato.
3. Se puede celebrar un contrato formativo con personas carecedoras de cualificación profesional reconocida, excepto en el caso de contratos vinculados a estudios de formación profesional o universitaria con personas que ya han tenido otro contrato formativo previo del mismo nivel.
4. En el caso de certificados de profesionalidad de nivel 1 y 2, y programas de formación en alternancia de empleo-formación, el contrato solo se podrá celebrar con personas hasta 30 años.
5. La actividad desempeñada por la persona trabajadora debe respetarse los descansos legalmente establecidos y el derecho a la conciliación de la vida laboral, personal y familiar.","a) Se podrá celebrar con trabajadores mayores de dieciséis y menores de veinticinco años que carezcan de la cualificación profesional reconocida por el sistema de formación profesional para el empleo o del sistema educativo requerida para concertar un contrato en prácticas. 
El límite máximo de edad no será de aplicación cuando el contrato se concierte con personas con discapacidad ni con los colectivos en situación de exclusión social 
b) La duración mínima del contrato será de un año y la máxima de tres. No obstante, mediante convenio colectivo podrán establecerse distintas duraciones del contrato,
En caso de que el contrato se hubiera concertado por una duración inferior a la máxima legal o convencionalmente establecida, podrá prorrogarse mediante acuerdo de las partes, hasta por dos veces, sin que la duración de cada prórroga pueda ser inferior a seis meses y sin que la duración total del contrato pueda exceder de dicha duración máxima.

"
30,¿Qué se entiende por contrato a tiempo parcial?," El contrato a tiempo parcial se refiere a un acuerdo laboral por el cual una persona presta servicios durante menos horas que la jornada laboral completa de un trabajador regular en la misma empresa. Puede durar indefinidamente o por un período determinado y, como su nombre indica, solo se puede celebrar si existe una comparación con un trabajador a tiempo completo de la misma empresa. El número de horas trabajadas debe formalizarse necesariamente por escrito y se regirán por ciertas normas establecidas en el contrato o en los convenios colectivos."," cuando se haya acordado la prestación de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable.
se entenderá por «trabajador a tiempo completo comparable» a un trabajador a tiempo completo de la misma empresa y centro de trabajo, con el mismo tipo de contrato de trabajo y que realice un trabajo idéntico o similar. "
31,¿Durante cuánto tiempo puede concertarse un contrato a tiempo parcial?," El contrato a tiempo parcial se puede concertar durante un número de horas al día, a la semana, al mes o al año inferior a la jornada de trabajo de un trabajador a tiempo completo. La duración máxima del contrato no está especificada en el texto proporcionado, pero se menciona que la información sobre la duración de las contrataciones previas puede tener valor liberatorio para evitar exceder la duración máxima.","podrá concertarse por tiempo indefinido o por duración determinada en los supuestos en los que legalmente se permita 
excepto en el contrato para la formación y el aprendizaje."
